,Time,best_x_avg,best_y_avg,target_x,target_y,error_x,error_y,error
10,1.0,2.2399999999999998,-2.18,4.56,-3.99,-2.32,1.81,2.942532922500613
11,1.1,3.46,-2.46,4.41,-3.69,-0.9500000000000002,1.23,1.554155719353759
12,1.2,3.46,-2.46,4.43,-4.02,-0.9699999999999998,1.5599999999999996,1.8369812192834194
13,1.3,3.46,-2.46,4.18,-3.81,-0.7199999999999998,1.35,1.53
14,1.4,3.46,-2.46,4.32,-3.51,-0.8600000000000003,1.0499999999999998,1.3572398461583717
15,1.5,3.46,-2.46,4.26,-3.18,-0.7999999999999998,0.7200000000000002,1.0762899237658967
16,1.6,3.46,-2.46,4.19,-3.51,-0.7300000000000004,1.0499999999999998,1.2788275880665072
17,1.7,3.46,-2.46,4.24,-3.18,-0.7800000000000002,0.7200000000000002,1.0615083607772482
18,1.8,3.46,-2.46,4.48,-2.95,-1.0200000000000005,0.4900000000000002,1.1315917991926245
19,1.9,3.46,-2.46,4.81,-2.94,-1.3499999999999996,0.48,1.432794472351146
20,2.0,2.8,-2.46,5.15,-2.96,-2.3500000000000005,0.5,2.402602755346793
21,2.1,3.46,-2.46,5.4,-2.74,-1.9400000000000004,0.28000000000000025,1.9601020381602592
22,2.2,3.46,-2.46,5.39,-2.41,-1.9299999999999997,-0.04999999999999982,1.930647559758124
23,2.3,3.46,-2.46,5.54,-2.71,-2.08,0.25,2.0949701668520246
24,2.4,3.46,-2.46,5.64,-2.39,-2.1799999999999997,-0.06999999999999984,2.1811235636707975
25,2.5,3.46,-2.46,5.53,-2.07,-2.0700000000000003,-0.3900000000000001,2.106418761785035
26,2.6,3.46,-2.46,5.24,-2.23,-1.7800000000000002,-0.22999999999999998,1.7947980387776228
27,2.7,3.46,-2.46,5.45,-1.97,-1.9900000000000002,-0.49,2.0494389476146884
28,2.8,3.46,-2.46,5.25,-1.7,-1.79,-0.76,1.944659353203023
29,2.9,3.46,-2.46,5.37,-1.39,-1.9100000000000001,-1.07,2.1892921230388604
30,3.0,3.3,-2.26,5.6,-1.63,-2.3,-0.6299999999999999,2.3847222060441333
31,3.1,4.08,-2.88,5.28,-1.52,-1.2000000000000002,-1.3599999999999999,1.8137254478007414
32,3.2,4.140000000000001,-2.9200000000000004,5.27,-1.19,-1.129999999999999,-1.7300000000000004,2.0663494380186522
33,3.3,4.16,-2.9200000000000004,5.46,-0.92,-1.2999999999999998,-2.0000000000000004,2.3853720883753127
34,3.4,4.16,-2.9200000000000004,5.53,-1.24,-1.37,-1.6800000000000004,2.1677868898948534
35,3.5,4.16,-2.9200000000000004,5.83,-1.09,-1.67,-1.8300000000000003,2.477458375028731
36,3.6,4.16,-2.9200000000000004,5.54,-1.26,-1.38,-1.6600000000000004,2.1587033144922905
37,3.7,4.16,-2.9200000000000004,5.86,-1.15,-1.7000000000000002,-1.7700000000000005,2.454159734002659
38,3.8,4.16,-2.9200000000000004,5.63,-1.39,-1.4699999999999998,-1.5300000000000005,2.121744565210431
39,3.9,4.16,-2.9200000000000004,5.79,-1.68,-1.63,-1.2400000000000004,2.048047851003487
40,4.0,3.84,-2.3,5.61,-1.96,-1.7700000000000005,-0.33999999999999986,1.8023595645708437
41,4.1,4.16,-2.9200000000000004,5.94,-2.01,-1.7800000000000002,-0.9100000000000006,1.9991248085099644
42,4.2,4.16,-2.9200000000000004,6.24,-1.87,-2.08,-1.0500000000000003,2.33
43,4.3,4.16,-2.9200000000000004,6.15,-2.19,-1.9900000000000002,-0.7300000000000004,2.119669785603409
44,4.4,4.16,-2.9200000000000004,5.83,-2.08,-1.67,-0.8400000000000003,1.8693581786270925
45,4.5,4.16,-2.9200000000000004,6.15,-1.98,-1.9900000000000002,-0.9400000000000004,2.2008407484413772
46,4.6,4.16,-2.9200000000000004,6.42,-2.18,-2.26,-0.7400000000000002,2.3780664414603723
47,4.7,4.16,-2.9200000000000004,6.68,-1.98,-2.5199999999999996,-0.9400000000000004,2.6896096371034957
48,4.8,4.16,-2.9200000000000004,6.4,-1.8,-2.24,-1.1200000000000003,2.5043961347997645
49,4.9,4.16,-2.9200000000000004,6.17,-2.04,-2.01,-0.8800000000000003,2.1941968918034678
50,5.0,4.16,-2.6399999999999997,6.31,-2.34,-2.1499999999999995,-0.2999999999999998,2.1708293346092407
51,5.1,4.92,-2.5599999999999996,5.98,-2.3,-1.0600000000000005,-0.2599999999999998,1.0914210919713807
52,5.2,4.92,-2.62,6.03,-2.63,-1.1100000000000003,0.009999999999999787,1.1100450441310932
53,5.3,4.9399999999999995,-2.58,6.12,-2.31,-1.1800000000000006,-0.27,1.2104957662049056
54,5.4,4.96,-2.58,5.89,-2.55,-0.9299999999999997,-0.03000000000000025,0.9304837451562491
55,5.5,5.08,-2.46,6.11,-2.8,-1.0300000000000002,0.33999999999999986,1.0846658471621573
56,5.6,5.1,-2.44,6.34,-3.05,-1.2400000000000002,0.6099999999999999,1.3819189556555045
57,5.7,5.159999999999999,-2.38,6.63,-2.89,-1.4700000000000006,0.5100000000000002,1.5559562975867933
58,5.8,5.159999999999999,-2.38,6.89,-2.68,-1.7300000000000004,0.30000000000000027,1.755818897267028
59,5.9,5.159999999999999,-2.38,6.69,-2.95,-1.5300000000000011,0.5700000000000003,1.6327277789025345
60,6.0,4.9799999999999995,-2.3600000000000003,6.47,-2.7,-1.4900000000000002,0.33999999999999986,1.5282997088267736
61,6.1,5.42,-2.5,6.25,-2.45,-0.8300000000000001,-0.04999999999999982,0.8315046602394962
62,6.2,5.4399999999999995,-2.52,6.48,-2.21,-1.040000000000001,-0.31000000000000005,1.085218871933216
63,6.3,5.4799999999999995,-2.52,6.63,-1.91,-1.1500000000000004,-0.6100000000000001,1.3017680284904838
64,6.4,5.5200000000000005,-2.52,6.45,-1.63,-0.9299999999999997,-0.8900000000000001,1.2872451204024817
65,6.5,5.54,-2.52,6.5,-1.3,-0.96,-1.22,1.5524174696260025
66,6.6,5.56,-2.54,6.71,-1.04,-1.1500000000000004,-1.5,1.89010581714358
67,6.7,5.58,-2.54,6.81,-1.36,-1.2299999999999995,-1.18,1.7044940598312446
68,6.8,5.58,-2.54,7.14,-1.3,-1.5599999999999996,-1.24,1.9927869931329838
69,6.9,5.58,-2.54,7.2,-1.63,-1.62,-0.9100000000000001,1.8580904176062047
70,7.0,5.4,-2.4,7.48,-1.45,-2.08,-0.95,2.2866788143506294
71,7.1,5.58,-2.54,7.34,-1.75,-1.7599999999999998,-0.79,1.9291708063310515
72,7.2,5.58,-2.54,7.23,-1.44,-1.6500000000000004,-1.1,1.9830532015051943
73,7.3,5.58,-2.54,7.19,-1.11,-1.6100000000000003,-1.43,2.1533694527414475
74,7.4,5.58,-2.54,7.52,-1.05,-1.9399999999999995,-1.49,2.446160256401857
75,7.5,5.8,-2.56,7.32,-0.78,-1.5200000000000005,-1.78,2.3406836608136525
76,7.6,5.82,-2.5799999999999996,7.23,-1.1,-1.4100000000000001,-1.4799999999999995,2.04413796011913
77,7.7,5.82,-2.5799999999999996,7.02,-1.36,-1.1999999999999993,-1.2199999999999995,1.7112568480505774
78,7.8,5.82,-2.5799999999999996,6.73,-1.19,-0.9100000000000001,-1.3899999999999997,1.6613849644197456
79,7.9,5.82,-2.5799999999999996,6.42,-1.07,-0.5999999999999996,-1.5099999999999996,1.624838453508532
80,8.0,5.74,-2.54,6.34,-1.39,-0.5999999999999996,-1.1500000000000001,1.2971121771072847
81,8.1,5.9399999999999995,-2.5799999999999996,6.46,-1.71,-0.5200000000000005,-0.8699999999999997,1.0135580891098448
82,8.2,5.9399999999999995,-2.5799999999999996,6.36,-1.39,-0.4200000000000008,-1.1899999999999997,1.2619429464123963
83,8.3,5.9399999999999995,-2.5799999999999996,6.25,-1.7,-0.3100000000000005,-0.8799999999999997,0.9330058949438635
84,8.4,5.9399999999999995,-2.5799999999999996,5.96,-1.54,-0.020000000000000462,-1.0399999999999996,1.040192289915667
85,8.5,5.9399999999999995,-2.5799999999999996,6.05,-1.22,-0.11000000000000032,-1.3599999999999997,1.3644412775931396
86,8.6,5.9399999999999995,-2.5799999999999996,6.37,-1.33,-0.4300000000000006,-1.2499999999999996,1.321892582625381
87,8.7,5.9399999999999995,-2.5799999999999996,6.12,-1.56,-0.1800000000000006,-1.0199999999999996,1.0357605900979239
88,8.8,5.9399999999999995,-2.5799999999999996,6.33,-1.82,-0.39000000000000057,-0.7599999999999996,0.8542247947700885
89,8.9,5.9399999999999995,-2.5799999999999996,6.63,-1.96,-0.6900000000000004,-0.6199999999999997,0.9276313923105449
90,9.0,5.84,-2.46,6.96,-1.97,-1.12,-0.49,1.2224974437601086
91,9.1,6.2,-2.62,6.64,-1.88,-0.4399999999999995,-0.7400000000000002,0.8609297300012353
92,9.2,6.2,-2.62,6.7,-2.21,-0.5,-0.41000000000000014,0.6466065264130885
93,9.3,6.2,-2.62,6.51,-1.94,-0.3099999999999996,-0.6800000000000002,0.7473285756613351
94,9.4,6.2,-2.62,6.33,-2.22,-0.1299999999999999,-0.3999999999999999,0.42059481689626166
95,9.5,6.2,-2.62,6.04,-2.05,0.16000000000000014,-0.5700000000000003,0.5920304046246276
96,9.6,6.2,-2.62,6.25,-2.31,-0.04999999999999982,-0.31000000000000005,0.31400636936215165
97,9.7,6.2,-2.62,6.58,-2.24,-0.3799999999999999,-0.3799999999999999,0.537401153701776
98,9.8,6.2,-2.62,6.26,-2.12,-0.05999999999999961,-0.5,0.5035871324805667
99,9.9,6.2,-2.62,6.03,-2.36,0.16999999999999993,-0.26000000000000023,0.31064449134018146
100,10.0,6.14,-2.54,6.2,-2.07,-0.0600000000000005,-0.4700000000000002,0.4738143096192856
101,10.1,6.32,-2.4,5.87,-2.14,0.4500000000000002,-0.2599999999999998,0.5197114584074514
102,10.2,6.359999999999999,-2.34,5.68,-2.42,0.6799999999999997,0.08000000000000007,0.6846897107449473
103,10.3,6.32,-2.3,5.66,-2.08,0.6600000000000001,-0.21999999999999975,0.6957010852370435
104,10.4,6.3,-2.34,5.98,-1.99,0.3199999999999994,-0.34999999999999987,0.47423622805517457
105,10.5,6.279999999999999,-2.3600000000000003,5.93,-2.32,0.34999999999999964,-0.04000000000000048,0.3522782990761704
106,10.6,6.460000000000001,-2.2,5.74,-2.58,0.7200000000000006,0.3799999999999999,0.8141252974819054
107,10.7,6.540000000000001,-2.12,5.64,-2.26,0.9000000000000012,0.13999999999999968,0.9108238029388572
108,10.8,6.539999999999999,-2.14,5.87,-2.51,0.669999999999999,0.36999999999999966,0.7653757247260972
109,10.9,6.640000000000001,-1.98,5.87,-2.18,0.7700000000000005,0.20000000000000018,0.7955501241279526
110,11.0,6.5200000000000005,-2.08,5.75,-2.49,0.7700000000000005,0.41000000000000014,0.8723531395025761
111,11.1,6.4,-1.8199999999999998,5.97,-2.74,0.4300000000000006,0.9200000000000004,1.0155294185792951
112,11.2,6.62,-1.7799999999999998,5.74,-2.99,0.8799999999999999,1.2100000000000004,1.496161755960899
113,11.3,6.6,-1.8,5.93,-2.71,0.6699999999999999,0.9099999999999999,1.1300442469213317
114,11.4,6.6,-1.8,6.14,-2.96,0.45999999999999996,1.16,1.2478781991845198
115,11.5,6.6,-1.8,5.81,-2.98,0.79,1.18,1.4200352108310552
116,11.6,6.6,-1.8,5.87,-3.31,0.7299999999999995,1.51,1.6772000476985442
117,11.7,6.6,-1.8,5.98,-3.63,0.6199999999999992,1.8299999999999998,1.9321749403198456
118,11.8,6.6,-1.8,5.71,-3.81,0.8899999999999997,2.01,2.1982265579325526
119,11.9,6.6,-1.8,5.38,-3.75,1.2199999999999998,1.95,2.300195643852931
120,12.0,6.58,-1.8799999999999997,5.12,-3.55,1.46,1.6700000000000002,2.218220007122828
121,12.1,6.6,-1.8,5.37,-3.77,1.2299999999999995,1.97,2.3224555969921146
122,12.2,6.6,-1.8,5.66,-3.62,0.9399999999999995,1.82,2.048414020651099
123,12.3,6.6,-1.8,5.53,-3.31,1.0699999999999994,1.51,1.8506755523321745
124,12.4,6.6,-1.8,5.67,-3.61,0.9299999999999997,1.8099999999999998,2.0349447166937975
125,12.5,6.6,-1.8,5.48,-3.89,1.1199999999999992,2.09,2.3711811402758745
126,12.6,6.6,-1.8,5.8,-3.97,0.7999999999999998,2.17,2.3127689032845455
127,12.7,6.6,-1.8,5.73,-4.3,0.8699999999999992,2.5,2.6470549673174526
128,12.8,6.6,-1.8,5.96,-4.54,0.6399999999999997,2.74,2.81375194357996
129,12.9,6.6,-1.8,6.09,-4.24,0.5099999999999998,2.4400000000000004,2.4927294277558487
130,13.0,6.540000000000001,-1.9,6.36,-4.43,0.1800000000000006,2.53,2.5363950796356627
131,13.1,6.6,-1.8,6.21,-4.73,0.3899999999999997,2.9300000000000006,2.9558416737031097
132,13.2,6.6,-1.8,5.94,-4.53,0.6599999999999993,2.7300000000000004,2.8086473612755305
133,13.3,6.6,-1.8,6.15,-4.78,0.4499999999999993,2.9800000000000004,3.0137849956491594
134,13.4,6.6,-1.8,6.44,-4.6,0.15999999999999925,2.8,2.8045677028732965
135,13.5,6.6,-1.8,6.74,-4.46,-0.14000000000000057,2.66,2.663681662661663
136,13.6,6.6,-1.8,7.03,-4.62,-0.4300000000000006,2.8200000000000003,2.8525953095383163
137,13.7,6.6,-1.8,6.92,-4.3,-0.3200000000000003,2.5,2.520396794157618
138,13.8,6.6,-1.8,7.08,-4.01,-0.4800000000000004,2.21,2.2615260334561706
139,13.9,6.6,-1.8,7.38,-4.15,-0.7800000000000002,2.3500000000000005,2.4760654272454117
140,14.0,6.62,-1.86,7.13,-4.38,-0.5099999999999998,2.5199999999999996,2.5710892633278988
141,14.1,6.6,-1.8,7.44,-4.26,-0.8400000000000007,2.46,2.5994614826921367
142,14.2,6.6,-1.8,7.45,-3.92,-0.8500000000000005,2.12,2.2840534144367117
143,14.3,6.6,-1.8,7.59,-3.62,-0.9900000000000002,1.82,2.0718349355100663
144,14.4,6.6,-1.8,7.6,-3.29,-1.0,1.49,1.7944637081869335
145,14.5,6.6,-1.8,7.3,-3.43,-0.7000000000000002,1.6300000000000001,1.7739503938949366
146,14.6,6.6,-1.8,7.16,-3.13,-0.5600000000000005,1.3299999999999998,1.4430869689661814
147,14.7,6.6,-1.8,7.03,-3.43,-0.4300000000000006,1.6300000000000001,1.6857639217873899
148,14.8,6.6,-1.8,7.37,-3.43,-0.7700000000000005,1.6300000000000001,1.8027201668589612
149,14.9,6.6,-1.8,7.63,-3.23,-1.0300000000000002,1.43,1.7623280057923385
150,15.0,6.720000000000001,-1.8399999999999999,7.3,-3.18,-0.5799999999999992,1.3400000000000003,1.4601369798755184
151,15.1,7.040000000000001,-2.0,7.6,-3.03,-0.5599999999999987,1.0299999999999998,1.1723907198540928
152,15.2,7.06,-2.04,7.43,-2.74,-0.3700000000000001,0.7000000000000002,0.7917701686727029
153,15.3,7.1,-2.04,7.13,-2.6,-0.03000000000000025,0.56,0.5608029957123981
154,15.4,7.359999999999999,-2.18,7.19,-2.27,0.16999999999999904,0.08999999999999986,0.1923538406167125
155,15.5,7.339999999999999,-2.18,7.47,-2.09,-0.13000000000000078,-0.0900000000000003,0.15811388300841978
156,15.6,7.339999999999999,-2.2,7.39,-2.42,-0.05000000000000071,0.21999999999999975,0.22561028345356945
157,15.7,7.339999999999999,-2.18,7.57,-2.7,-0.23000000000000131,0.52,0.5685947590331806
158,15.8,7.339999999999999,-2.18,7.79,-2.95,-0.45000000000000107,0.77,0.8918520056601325
159,15.9,7.339999999999999,-2.18,8.05,-3.15,-0.7100000000000017,0.9699999999999998,1.2020815280171318
160,16.0,7.359999999999999,-2.1399999999999997,8.36,-3.27,-1.0,1.1300000000000003,1.5089400253157847
161,16.1,7.339999999999999,-2.18,8.55,-3.55,-1.2100000000000017,1.3699999999999997,1.827840255602224
162,16.2,7.339999999999999,-2.18,8.87,-3.45,-1.5300000000000002,1.27,1.9884164553734716
163,16.3,7.339999999999999,-2.18,8.82,-3.78,-1.4800000000000013,1.5999999999999996,2.179541236132045
164,16.4,7.339999999999999,-2.18,8.59,-3.54,-1.2500000000000009,1.3599999999999999,1.8471870506258974
165,16.5,7.339999999999999,-2.18,8.79,-3.81,-1.4500000000000002,1.63,2.1816049138191818
166,16.6,7.339999999999999,-2.18,8.56,-3.56,-1.2200000000000015,1.38,1.841955482632521
167,16.7,7.339999999999999,-2.18,8.61,-3.89,-1.2700000000000005,1.71,2.130023474049054
168,16.8,7.339999999999999,-2.18,8.94,-3.89,-1.6000000000000005,1.71,2.3418155350069743
169,16.9,7.339999999999999,-2.18,8.61,-3.92,-1.2700000000000005,1.7399999999999998,2.1541819793137256
170,17.0,7.42,-2.1399999999999997,8.5,-4.24,-1.08,2.1000000000000005,2.3614402384985316
171,17.1,7.339999999999999,-2.18,8.3,-3.97,-0.9600000000000017,1.79,2.031181921936094
172,17.2,7.339999999999999,-2.18,8.17,-3.66,-0.830000000000001,1.48,1.6968500228364325
173,17.3,7.339999999999999,-2.18,8.17,-4.0,-0.830000000000001,1.8199999999999998,2.0003249735980404
174,17.4,7.339999999999999,-2.18,8.5,-4.05,-1.160000000000001,1.8699999999999997,2.200568108466539
175,17.5,7.339999999999999,-2.18,8.19,-3.94,-0.8500000000000005,1.7599999999999998,1.9545076106272905
176,17.6,7.339999999999999,-2.18,8.21,-4.27,-0.8700000000000019,2.0899999999999994,2.2638462845343543
177,17.7,7.339999999999999,-2.18,8.18,-3.94,-0.8400000000000007,1.7599999999999998,1.9501794789198252
178,17.8,6.8,-3.2,8.21,-3.61,-1.410000000000001,0.4099999999999997,1.4684004903295296
179,17.9,6.8,-3.2,8.38,-3.33,-1.580000000000001,0.1299999999999999,1.585339080449354
180,18.0,7.340000000000001,-2.34,8.57,-3.05,-1.2299999999999995,0.71,1.4202112518917736
181,18.1,6.8,-3.2,8.35,-3.3,-1.5499999999999998,0.09999999999999964,1.5532224567009065
182,18.2,6.8,-3.2,8.08,-3.49,-1.2800000000000002,0.29000000000000004,1.312440474840669
183,18.3,6.8,-3.2,7.75,-3.41,-0.9500000000000002,0.20999999999999996,0.9729337079164234
184,18.4,7.12,-3.5,8.0,-3.19,-0.8799999999999999,-0.31000000000000005,0.9330058949438637
185,18.5,7.159999999999999,-3.54,7.72,-3.38,-0.5600000000000005,-0.16000000000000014,0.582408791142442
186,18.6,7.44,-3.7,7.41,-3.25,0.03000000000000025,-0.4500000000000002,0.4509988913511874
187,18.7,7.3,-3.2600000000000002,7.47,-3.58,-0.16999999999999993,0.31999999999999984,0.3623534186398686
188,18.8,7.3,-3.3,7.2,-3.39,0.09999999999999964,0.0900000000000003,0.13453624047073703
189,18.9,7.3,-3.3,7.01,-3.67,0.29000000000000004,0.3700000000000001,0.4701063709417264
190,19.0,7.44,-2.7800000000000002,6.77,-3.43,0.6700000000000008,0.6499999999999999,0.9334880824091977
191,19.1,7.3,-3.3,6.47,-3.28,0.8300000000000001,-0.020000000000000018,0.8302409288875128
192,19.2,7.3,-3.3,6.81,-3.28,0.4900000000000002,-0.020000000000000018,0.49040799340956936
193,19.3,7.3,-3.3,7.14,-3.28,0.16000000000000014,-0.020000000000000018,0.16124515496597114
194,19.4,7.3,-3.3,7.06,-3.61,0.2400000000000002,0.31000000000000005,0.39204591567825336
195,19.5,7.3,-3.3,6.74,-3.69,0.5599999999999996,0.3900000000000001,0.6824221567329124
196,19.6,7.3,-3.3,6.49,-3.47,0.8099999999999996,0.17000000000000037,0.8276472678623421
197,19.7,7.3,-3.3,6.27,-3.72,1.0300000000000002,0.4200000000000004,1.112339876117008
198,19.8,7.3,-3.3,6.48,-3.98,0.8199999999999994,0.6800000000000002,1.0652699188468617
199,19.9,7.3,-3.3,6.56,-4.3,0.7400000000000002,1.0,1.2440257232067191
200,20.0,7.4,-3.0,6.26,-4.16,1.1400000000000006,1.1600000000000001,1.6264070831129585
201,20.1,7.159999999999999,-3.6399999999999997,6.54,-4.32,0.6199999999999992,0.6800000000000006,0.9202173656261872
202,20.2,7.0200000000000005,-3.84,6.32,-4.08,0.7000000000000002,0.2400000000000002,0.7400000000000003
203,20.3,7.0,-3.8,6.65,-4.12,0.34999999999999964,0.3200000000000003,0.47423622805517496
204,20.4,7.08,-3.94,6.94,-4.28,0.13999999999999968,0.3400000000000003,0.36769552621700485
205,20.5,7.0200000000000005,-4.119999999999999,6.67,-4.09,0.35000000000000053,-0.02999999999999936,0.3512833614050064
206,20.6,7.0,-4.1,7.0,-4.05,0.0,-0.04999999999999982,0.04999999999999982
207,20.7,7.0,-4.1,7.16,-4.34,-0.16000000000000014,0.2400000000000002,0.2884441020371194
208,20.8,7.0,-4.1,7.43,-4.14,-0.4299999999999997,0.040000000000000036,0.4318564576337834
209,20.9,7.0,-4.1,7.16,-4.34,-0.16000000000000014,0.2400000000000002,0.2884441020371194
210,21.0,7.159999999999999,-3.8600000000000003,6.97,-4.61,0.1899999999999995,0.75,0.7736924453553878
211,21.1,7.0,-4.1,6.66,-4.5,0.33999999999999986,0.40000000000000036,0.5249761899362677
212,21.2,7.0,-4.1,6.77,-4.81,0.23000000000000043,0.71,0.7463243262818117
213,21.3,7.0,-4.1,7.09,-4.7,-0.08999999999999986,0.6000000000000005,0.6067124524847011
214,21.4,7.0,-4.1,7.42,-4.75,-0.41999999999999993,0.6500000000000004,0.7738862965578344
215,21.5,7.0,-4.1,7.12,-4.91,-0.1200000000000001,0.8100000000000005,0.8188406438373713
216,21.6,7.0,-4.1,6.86,-4.71,0.13999999999999968,0.6100000000000003,0.6258594091327543
217,21.7,7.0,-4.1,6.93,-5.03,0.07000000000000028,0.9300000000000006,0.9326306878931238
218,21.8,7.0,-4.1,7.17,-4.8,-0.16999999999999993,0.7000000000000002,0.7203471385380803
219,21.9,7.0,-4.1,7.47,-4.94,-0.46999999999999975,0.8400000000000007,0.9625487000666517
220,22.0,7.12,-4.14,7.62,-4.64,-0.5,0.5,0.7071067811865476
221,22.1,7.0,-4.1,7.45,-4.35,-0.4500000000000002,0.25,0.5147815070493501
222,22.2,7.0,-4.1,7.65,-4.62,-0.6500000000000004,0.5200000000000005,0.8324061508662709
223,22.3,7.0,-4.1,7.55,-4.94,-0.5499999999999998,0.8400000000000007,1.0040418317978594
224,22.4,7.0,-4.1,7.35,-4.67,-0.34999999999999964,0.5700000000000003,0.6688796603276258
225,22.5,7.0,-4.1,7.54,-4.39,-0.54,0.29000000000000004,0.6129437168288782
226,22.6,7.0,-4.1,7.22,-4.49,-0.21999999999999975,0.39000000000000057,0.4477722635447626
227,22.7,7.0,-4.1,7.54,-4.59,-0.54,0.4900000000000002,0.7291776189653658
228,22.8,7.0,-4.1,7.31,-4.82,-0.3099999999999996,0.7200000000000006,0.7839005038906409
229,22.9,7.0,-4.1,7.52,-5.08,-0.5199999999999996,0.9800000000000004,1.1094142598686931
230,23.0,7.06,-4.220000000000001,7.84,-4.97,-0.7800000000000002,0.7499999999999991,1.0820813278122856
231,23.1,7.0,-4.1,7.56,-5.15,-0.5599999999999996,1.0500000000000007,1.1900000000000004
232,23.2,7.0,-4.1,7.82,-5.36,-0.8200000000000003,1.2600000000000007,1.5033296378372916
233,23.3,7.0,-4.1,8.12,-5.22,-1.1199999999999992,1.12,1.583919189857866
234,23.4,7.0,-4.1,8.1,-5.56,-1.0999999999999996,1.46,1.828004376362376
235,23.5,7.0,-4.1,8.04,-5.89,-1.0399999999999991,1.79,2.0701932276963904
236,23.6,7.0,-4.1,8.15,-6.2,-1.1500000000000004,2.1000000000000005,2.3942639787625764
237,23.7,7.0,-4.1,8.02,-5.9,-1.0199999999999996,1.8000000000000007,2.0689127579480004
238,23.8,7.0,-4.1,7.78,-5.66,-0.7800000000000002,1.5600000000000005,1.7441330224498366
239,23.9,7.0,-4.1,8.08,-5.52,-1.08,1.42,1.784040358287895
240,24.0,7.12,-4.22,7.9,-5.24,-0.7800000000000002,1.0200000000000005,1.2840560735419624
241,24.1,7.0,-4.1,7.65,-5.02,-0.6500000000000004,0.9199999999999999,1.126454615153225
242,24.2,7.0,-4.1,7.46,-5.3,-0.45999999999999996,1.2000000000000002,1.2851459061133876
243,24.3,7.0,-4.1,7.62,-5.59,-0.6200000000000001,1.4900000000000002,1.613846337170922
244,24.4,7.0,-4.1,7.88,-5.81,-0.8799999999999999,1.71,1.9231484602078956
245,24.5,7.0,-4.1,8.13,-6.03,-1.1300000000000008,1.9300000000000006,2.2364704335179586
246,24.6,7.0,-4.1,8.39,-6.24,-1.3900000000000006,2.1400000000000006,2.5518032839543108
247,24.7,7.0,-4.1,8.68,-6.39,-1.6799999999999997,2.29,2.8401584462842915
248,24.8,7.0,-4.1,8.44,-6.17,-1.4399999999999995,2.0700000000000003,2.521606630701942
249,24.9,7.0,-4.1,8.19,-6.38,-1.1899999999999995,2.2800000000000002,2.5718670261115757
250,25.0,7.06,-4.22,8.5,-6.27,-1.4400000000000004,2.05,2.5052145616693196
251,25.1,7.32,-4.58,8.17,-6.34,-0.8499999999999996,1.7599999999999998,1.95450761062729
252,25.2,7.42,-4.54,7.95,-6.09,-0.5300000000000002,1.5499999999999998,1.638108665504215
253,25.3,7.5,-4.7,7.79,-6.39,-0.29000000000000004,1.6899999999999995,1.714701140140753
254,25.4,7.5,-4.7,8.1,-6.26,-0.5999999999999996,1.5599999999999996,1.6714065932620938
255,25.5,7.5,-4.7,7.77,-6.21,-0.2699999999999996,1.5099999999999998,1.533949151699625
256,25.6,7.42,-4.92,7.71,-6.54,-0.29000000000000004,1.62,1.6457521077003063
257,25.7,7.4,-4.9,7.51,-6.27,-0.10999999999999943,1.3699999999999992,1.3744089638822927
258,25.8,7.44,-5.119999999999999,7.83,-6.36,-0.3899999999999997,1.240000000000001,1.2998846102635429
259,25.9,7.58,-5.24,7.54,-6.21,0.040000000000000036,0.9699999999999998,0.9708243919473797
260,26.0,7.459999999999999,-5.1,7.81,-6.4,-0.35000000000000053,1.3000000000000007,1.3462912017836268
261,26.1,7.6,-5.44,8.14,-6.44,-0.5400000000000009,1.0,1.1364858116140302
262,26.2,7.58,-5.48,7.92,-6.19,-0.33999999999999986,0.71,0.7872102641607259
263,26.3,7.5200000000000005,-5.8,8.12,-5.93,-0.5999999999999988,0.1299999999999999,0.6139218191268319
264,26.4,7.92,-5.5,8.45,-5.91,-0.5299999999999994,0.41000000000000014,0.6700746227100377
265,26.5,7.9,-5.5,8.24,-5.65,-0.33999999999999986,0.15000000000000036,0.3716180835212409
266,26.6,8.1,-5.6,8.29,-5.98,-0.1899999999999995,0.3800000000000008,0.4248529157249605
267,26.7,8.1,-5.6,8.55,-5.77,-0.45000000000000107,0.16999999999999993,0.4810405388322287
268,26.8,8.1,-5.6,8.79,-6.0,-0.6899999999999995,0.40000000000000036,0.7975587752636163
269,26.9,8.1,-5.6,8.56,-6.24,-0.46000000000000085,0.6400000000000006,0.7881624198095222
270,27.0,8.059999999999999,-5.68,8.39,-6.53,-0.33000000000000185,0.8500000000000005,0.9118113840043905
271,27.1,8.1,-5.6,8.42,-6.19,-0.3200000000000003,0.5900000000000007,0.6711929677819941
272,27.2,8.1,-5.6,8.63,-5.94,-0.5300000000000011,0.34000000000000075,0.629682459657248
273,27.3,8.1,-5.6,8.78,-5.64,-0.6799999999999997,0.040000000000000036,0.6811754546370558
274,27.4,8.1,-5.6,8.71,-5.96,-0.6100000000000012,0.3600000000000003,0.7083078426785925
275,27.5,8.1,-5.6,8.46,-5.74,-0.3600000000000012,0.14000000000000057,0.3862641583165607
276,27.6,8.1,-5.6,8.74,-5.55,-0.6400000000000006,-0.04999999999999982,0.6419501538281619
277,27.7,8.1,-5.6,8.41,-5.47,-0.3100000000000005,-0.1299999999999999,0.33615472627943266
278,27.8,8.1,-5.6,8.4,-5.8,-0.3000000000000007,0.20000000000000018,0.3605551275463996
