Time,ID,z,Measurement,x,y,Ni,Linear Coverage,Abs(zi/z_goal),Ln(Abs(zi/z_goal))
0.2,34,,-14.6,-3.6,1.3,2.0,4.667,0.146,-1.924
0.2,35,,-179.3,11.1,7.4,1.0,7.0,1.793,0.584
0.2,36,,-130.6,3.8,10.8,4.0,2.8,1.306,0.267
0.2,37,,-156.0,-12.2,-2.7,5.0,2.333,1.56,0.445
0.2,38,,-181.7,-10.3,-8.7,4.0,2.8,1.817,0.597
0.2,39,,-26.5,4.1,3.1,2.0,4.667,0.265,-1.328
0.3,20,,-178.4,-12.0,-5.8,5.0,2.333,1.784,0.579
0.3,21,,-84.8,2.4,-8.9,1.0,7.0,0.848,-0.165
0.3,22,,-233.1,-14.6,4.4,1.0,7.0,2.331,0.846
0.3,23,,-85.9,2.0,-9.1,1.0,7.0,0.859,-0.152
0.3,24,,-5.1,-1.3,-1.9,2.0,4.667,0.051,-2.976
0.3,25,,-119.4,-9.1,-6.1,4.0,2.8,1.194,0.177
0.3,26,,-132.6,-11.5,1.0,3.0,3.5,1.326,0.282
0.3,27,,-150.0,4.6,11.4,3.0,3.5,1.5,0.405
0.3,28,,-178.2,-0.8,13.3,4.0,2.8,1.782,0.578
0.3,29,,-156.5,2.5,12.3,3.0,3.5,1.565,0.448
0.3,30,,-7.2,-2.0,1.8,3.0,3.5,0.072,-2.631
0.3,31,,-142.4,-5.9,10.4,1.0,7.0,1.424,0.353
0.3,32,,-54.8,6.0,4.3,3.0,3.5,0.548,-0.601
0.3,33,,-189.4,-11.8,-7.1,4.0,2.8,1.894,0.639
0.3,34,,-14.8,-3.6,1.3,2.0,4.667,0.148,-1.911
0.3,35,,-177.3,11.1,7.4,1.0,7.0,1.773,0.573
0.3,36,,-129.1,3.8,10.7,4.0,2.8,1.291,0.255
0.3,37,,-154.5,-12.1,-2.7,5.0,2.333,1.545,0.435
0.3,38,,-180.8,-10.3,-8.6,4.0,2.8,1.808,0.592
0.3,39,,-27.1,4.2,3.1,2.0,4.667,0.271,-1.306
0.4,20,,-176.6,-11.9,-5.9,5.0,2.333,1.766,0.569
0.4,21,,-86.1,2.4,-9.0,1.0,7.0,0.861,-0.15
0.4,22,,-231.7,-14.6,4.4,1.0,7.0,2.317,0.84
0.4,23,,-86.7,2.0,-9.1,1.0,7.0,0.867,-0.143
0.4,24,,-5.2,-1.3,-1.9,2.0,4.667,0.052,-2.957
0.4,25,,-118.1,-9.0,-6.0,4.0,2.8,1.181,0.166
0.4,26,,-132.3,-11.5,1.0,3.0,3.5,1.323,0.28
0.4,27,,-148.9,4.6,11.3,3.0,3.5,1.489,0.398
0.4,28,,-176.4,-0.8,13.3,4.0,2.8,1.764,0.568
0.4,29,,-155.5,2.5,12.2,3.0,3.5,1.555,0.441
0.4,30,,-7.1,-2.0,1.7,3.0,3.5,0.071,-2.645
0.4,31,,-141.7,-5.9,10.4,1.0,7.0,1.417,0.349
0.4,32,,-55.3,6.0,4.4,3.0,3.5,0.553,-0.592
0.4,33,,-187.3,-11.7,-7.1,4.0,2.8,1.873,0.628
0.4,34,,-14.9,-3.7,1.2,2.0,4.667,0.149,-1.904
0.4,35,,-175.8,11.0,7.3,1.0,7.0,1.758,0.564
0.4,36,,-128.4,3.8,10.7,4.0,2.8,1.284,0.25
0.4,37,,-153.1,-12.1,-2.7,5.0,2.333,1.531,0.426
0.4,38,,-178.9,-10.3,-8.5,4.0,2.8,1.789,0.582
0.4,39,,-27.4,4.2,3.1,2.0,4.667,0.274,-1.295
0.5,20,,-174.9,-11.8,-5.9,5.0,2.333,1.749,0.559
0.5,21,,-86.8,2.5,-9.0,1.0,7.0,0.868,-0.142
0.5,22,,-229.4,-14.5,4.4,1.0,7.0,2.294,0.83
0.5,23,,-87.9,2.0,-9.2,1.0,7.0,0.879,-0.129
0.5,24,,-5.3,-1.4,-1.9,2.0,4.667,0.053,-2.937
0.5,25,,-117.1,-9.0,-6.0,4.0,2.8,1.171,0.158
0.5,26,,-131.6,-11.4,0.9,3.0,3.5,1.316,0.275
0.5,27,,-147.2,4.6,11.2,3.0,3.5,1.472,0.387
0.5,28,,-174.4,-0.7,13.2,4.0,2.8,1.744,0.556
0.5,29,,-154.6,2.5,12.2,3.0,3.5,1.546,0.436
0.5,30,,-7.1,-2.0,1.7,3.0,3.5,0.071,-2.645
0.5,31,,-140.8,-5.9,10.3,1.0,7.0,1.408,0.342
0.5,32,,-56.6,6.1,4.4,3.0,3.5,0.566,-0.569
0.5,33,,-185.5,-11.6,-7.1,4.0,2.8,1.855,0.618
0.5,34,,-15.1,-3.7,1.2,2.0,4.667,0.151,-1.89
0.5,35,,-174.5,11.0,7.3,1.0,7.0,1.745,0.557
0.5,36,,-127.6,3.9,10.6,4.0,2.8,1.276,0.244
0.5,37,,-152.3,-12.0,-2.7,5.0,2.333,1.523,0.421
0.5,38,,-177.2,-10.2,-8.5,4.0,2.8,1.772,0.572
0.5,39,,-27.9,4.3,3.1,2.0,4.667,0.279,-1.277
0.6,20,,-173.0,-11.8,-5.8,5.0,2.333,1.73,0.548
0.6,21,,-87.7,2.5,-9.0,1.0,7.0,0.877,-0.131
0.6,22,,-227.2,-14.4,4.4,1.0,7.0,2.272,0.821
0.6,23,,-88.3,2.1,-9.2,1.0,7.0,0.883,-0.124
0.6,24,,-5.4,-1.4,-1.8,2.0,4.667,0.054,-2.919
0.6,25,,-115.9,-8.9,-6.0,4.0,2.8,1.159,0.148
0.6,26,,-131.1,-11.4,0.9,3.0,3.5,1.311,0.271
0.6,27,,-146.2,4.6,11.2,4.0,2.8,1.462,0.38
0.6,28,,-173.4,-0.7,13.1,4.0,2.8,1.734,0.55
0.6,29,,-153.5,2.6,12.1,3.0,3.5,1.535,0.429
0.6,30,,-7.1,-2.1,1.7,3.0,3.5,0.071,-2.645
0.6,31,,-139.4,-5.9,10.2,1.0,7.0,1.394,0.332
0.6,32,,-57.1,6.1,4.4,4.0,2.8,0.571,-0.56
0.6,33,,-183.4,-11.5,-7.1,4.0,2.8,1.834,0.606
0.6,34,,-15.7,-3.8,1.2,2.0,4.667,0.157,-1.852
0.6,35,,-173.1,11.0,7.2,1.0,7.0,1.731,0.549
0.6,36,,-125.9,3.9,10.5,4.0,2.8,1.259,0.23
0.6,37,,-150.7,-12.0,-2.7,5.0,2.333,1.507,0.41
0.6,38,,-175.1,-10.2,-8.5,4.0,2.8,1.751,0.56
0.6,39,,-28.3,4.4,3.0,2.0,4.667,0.283,-1.262
0.7,20,,-171.1,-11.7,-5.8,5.0,2.333,1.711,0.537
0.7,21,,-88.5,2.6,-9.0,1.0,7.0,0.885,-0.122
0.7,22,,-225.5,-14.4,4.4,1.0,7.0,2.255,0.813
0.7,23,,-89.5,2.1,-9.2,1.0,7.0,0.895,-0.111
0.7,24,,-5.6,-1.5,-1.8,2.0,4.667,0.056,-2.882
0.7,25,,-115.0,-8.9,-6.0,4.0,2.8,1.15,0.14
0.7,26,,-130.8,-11.4,0.8,3.0,3.5,1.308,0.268
0.7,27,,-145.4,4.6,11.1,4.0,2.8,1.454,0.374
0.7,28,,-171.6,-0.7,13.1,4.0,2.8,1.716,0.54
0.7,29,,-151.7,2.6,12.0,3.0,3.5,1.517,0.417
0.7,30,,-7.2,-2.1,1.6,3.0,3.5,0.072,-2.631
0.7,31,,-137.4,-5.8,10.2,1.0,7.0,1.374,0.318
0.7,32,,-57.8,6.2,4.4,4.0,2.8,0.578,-0.548
0.7,33,,-182.2,-11.5,-7.1,4.0,2.8,1.822,0.6
0.7,34,,-15.9,-3.8,1.2,2.0,4.667,0.159,-1.839
0.7,35,,-171.4,11.0,7.2,1.0,7.0,1.714,0.539
0.7,36,,-124.5,3.9,10.5,4.0,2.8,1.245,0.219
0.7,37,,-149.0,-11.9,-2.8,5.0,2.333,1.49,0.399
0.7,38,,-173.1,-10.1,-8.4,4.0,2.8,1.731,0.549
0.7,39,,-28.5,4.4,3.0,2.0,4.667,0.285,-1.255
0.8,20,,-169.6,-11.6,-5.8,5.0,2.333,1.696,0.528
0.8,21,,-89.1,2.6,-9.1,1.0,7.0,0.891,-0.115
0.8,22,,-224.4,-14.3,4.4,1.0,7.0,2.244,0.808
0.8,23,,-90.0,2.1,-9.2,1.0,7.0,0.9,-0.105
0.8,24,,-5.7,-1.6,-1.8,2.0,4.667,0.057,-2.865
0.8,25,,-113.3,-8.8,-5.9,4.0,2.8,1.133,0.125
0.8,26,,-129.7,-11.4,0.8,3.0,3.5,1.297,0.26
0.8,27,,-143.6,4.6,11.1,4.0,2.8,1.436,0.362
0.8,28,,-169.6,-0.7,13.0,4.0,2.8,1.696,0.528
0.8,29,,-149.7,2.6,12.0,3.0,3.5,1.497,0.403
0.8,30,,-7.4,-2.2,1.6,3.0,3.5,0.074,-2.604
0.8,31,,-136.5,-5.8,10.1,1.0,7.0,1.365,0.311
0.8,32,,-59.0,6.2,4.5,4.0,2.8,0.59,-0.528
0.8,33,,-180.2,-11.4,-7.0,4.0,2.8,1.802,0.589
0.8,34,,-16.5,-3.9,1.2,2.0,4.667,0.165,-1.802
0.8,35,,-169.4,10.9,7.1,1.0,7.0,1.694,0.527
0.8,36,,-123.7,3.9,10.4,4.0,2.8,1.237,0.213
0.8,37,,-147.5,-11.8,-2.8,5.0,2.333,1.475,0.389
0.8,38,,-171.9,-10.1,-8.3,4.0,2.8,1.719,0.542
0.8,39,,-29.0,4.5,3.0,2.0,4.667,0.29,-1.238
0.9,20,,-168.3,-11.6,-5.8,5.0,2.333,1.683,0.521
0.9,21,,-89.9,2.6,-9.1,1.0,7.0,0.899,-0.106
0.9,22,,-223.0,-14.3,4.4,1.0,7.0,2.23,0.802
0.9,23,,-90.6,2.2,-9.3,1.0,7.0,0.906,-0.099
0.9,24,,-5.7,-1.6,-1.8,2.0,4.667,0.057,-2.865
0.9,25,,-112.5,-8.8,-5.9,4.0,2.8,1.125,0.118
0.9,26,,-129.3,-11.3,0.8,3.0,3.5,1.293,0.257
0.9,27,,-142.9,4.6,11.0,4.0,2.8,1.429,0.357
0.9,28,,-168.0,-0.7,12.9,4.0,2.8,1.68,0.519
0.9,29,,-148.3,2.6,11.9,3.0,3.5,1.483,0.394
0.9,30,,-7.4,-2.2,1.6,3.0,3.5,0.074,-2.604
0.9,31,,-134.7,-5.7,10.1,1.0,7.0,1.347,0.298
0.9,32,,-59.6,6.2,4.5,4.0,2.8,0.596,-0.518
0.9,33,,-179.2,-11.4,-7.0,4.0,2.8,1.792,0.583
0.9,34,,-17.2,-4.0,1.2,2.0,4.667,0.172,-1.76
0.9,35,,-168.0,10.9,7.1,1.0,7.0,1.68,0.519
0.9,36,,-123.0,3.9,10.4,4.0,2.8,1.23,0.207
0.9,37,,-145.8,-11.7,-2.8,5.0,2.333,1.458,0.377
0.9,38,,-171.1,-10.1,-8.3,4.0,2.8,1.711,0.537
0.9,39,,-29.7,4.6,3.0,2.0,4.667,0.297,-1.214
1.0,20,,-167.4,-11.5,-5.8,5.0,2.333,1.674,0.515
1.0,21,,-90.5,2.6,-9.1,1.0,7.0,0.905,-0.1
1.0,22,,-221.7,-14.2,4.4,1.0,7.0,2.217,0.796
1.0,23,,-91.5,2.2,-9.3,1.0,7.0,0.915,-0.089
1.0,24,,-5.6,-1.6,-1.7,2.0,4.667,0.056,-2.882
1.0,25,,-111.2,-8.7,-5.9,4.0,2.8,1.112,0.106
1.0,26,,-128.2,-11.3,0.7,3.0,3.5,1.282,0.248
1.0,27,,-141.2,4.6,11.0,4.0,2.8,1.412,0.345
1.0,28,,-166.7,-0.7,12.9,4.0,2.8,1.667,0.511
1.0,29,,-147.5,2.6,11.9,3.0,3.5,1.475,0.389
1.0,30,,-7.4,-2.3,1.5,3.0,3.5,0.074,-2.604
1.0,31,,-132.8,-5.7,10.0,1.0,7.0,1.328,0.284
1.0,32,,-60.5,6.3,4.6,4.0,2.8,0.605,-0.503
1.0,33,,-178.1,-11.4,-7.0,4.0,2.8,1.781,0.577
1.0,34,,-17.7,-4.0,1.2,2.0,4.667,0.177,-1.732
1.0,35,,-167.2,10.9,7.0,1.0,7.0,1.672,0.514
1.0,36,,-122.4,3.9,10.3,4.0,2.8,1.224,0.202
1.0,37,,-145.2,-11.7,-2.8,5.0,2.333,1.452,0.373
1.0,38,,-169.5,-10.0,-8.3,4.0,2.8,1.695,0.528
1.0,39,,-30.4,4.7,2.9,2.0,4.667,0.304,-1.191
1.1,20,,-165.5,-11.5,-5.8,5.0,2.333,1.655,0.504
1.1,21,,-92.1,2.7,-9.2,1.0,7.0,0.921,-0.082
1.1,22,,-220.6,-14.2,4.4,1.0,7.0,2.206,0.791
1.1,23,,-92.0,2.3,-9.3,1.0,7.0,0.92,-0.083
1.1,24,,-5.5,-1.7,-1.6,2.0,4.667,0.055,-2.9
1.1,25,,-109.6,-8.7,-5.9,4.0,2.8,1.096,0.092
1.1,26,,-127.2,-11.3,0.7,3.0,3.5,1.272,0.241
1.1,27,,-140.4,4.6,10.9,4.0,2.8,1.404,0.339
1.1,28,,-164.9,-0.7,12.8,4.0,2.8,1.649,0.5
1.1,29,,-145.9,2.7,11.8,3.0,3.5,1.459,0.378
1.1,30,,-7.6,-2.3,1.5,2.0,4.667,0.076,-2.577
1.1,31,,-131.3,-5.6,10.0,1.0,7.0,1.313,0.272
1.1,32,,-61.1,6.3,4.6,4.0,2.8,0.611,-0.493
1.1,33,,-175.9,-11.3,-6.9,4.0,2.8,1.759,0.565
1.1,34,,-18.2,-4.1,1.2,2.0,4.667,0.182,-1.704
1.1,35,,-166.1,10.8,7.0,1.0,7.0,1.661,0.507
1.1,36,,-121.0,3.9,10.3,4.0,2.8,1.21,0.191
1.1,37,,-144.6,-11.7,-2.9,5.0,2.333,1.446,0.369
1.1,38,,-168.5,-10.0,-8.2,4.0,2.8,1.685,0.522
1.1,39,,-30.7,4.7,2.9,1.0,7.0,0.307,-1.181
1.2,20,,-163.8,-11.4,-5.7,5.0,2.333,1.638,0.493
1.2,21,,-93.2,2.8,-9.2,1.0,7.0,0.932,-0.07
1.2,22,,-219.1,-14.1,4.4,1.0,7.0,2.191,0.784
1.2,23,,-92.3,2.3,-9.3,1.0,7.0,0.923,-0.08
1.2,24,,-5.4,-1.7,-1.6,2.0,4.667,0.054,-2.919
1.2,25,,-108.2,-8.6,-5.9,4.0,2.8,1.082,0.079
1.2,26,,-126.4,-11.2,0.6,3.0,3.5,1.264,0.234
1.2,27,,-138.7,4.6,10.8,4.0,2.8,1.387,0.327
1.2,28,,-162.8,-0.6,12.7,4.0,2.8,1.628,0.487
1.2,29,,-144.9,2.6,11.7,3.0,3.5,1.449,0.371
1.2,30,,-7.5,-2.3,1.4,2.0,4.667,0.075,-2.59
1.2,31,,-129.6,-5.6,9.9,1.0,7.0,1.296,0.259
1.2,32,,-62.4,6.4,4.7,4.0,2.8,0.624,-0.472
1.2,33,,-173.7,-11.2,-6.9,4.0,2.8,1.737,0.552
1.2,34,,-18.7,-4.2,1.2,2.0,4.667,0.187,-1.677
1.2,35,,-164.2,10.8,6.9,1.0,7.0,1.642,0.496
1.2,36,,-120.5,4.0,10.2,4.0,2.8,1.205,0.186
1.2,37,,-143.0,-11.6,-2.9,5.0,2.333,1.43,0.358
1.2,38,,-167.4,-10.0,-8.2,4.0,2.8,1.674,0.515
1.2,39,,-31.4,4.8,2.9,1.0,7.0,0.314,-1.158
1.3,20,,-162.9,-11.4,-5.7,5.0,2.333,1.629,0.488
1.3,21,,-94.6,2.9,-9.3,1.0,7.0,0.946,-0.056
1.3,22,,-216.7,-14.1,4.4,1.0,7.0,2.167,0.773
1.3,23,,-92.5,2.4,-9.3,1.0,7.0,0.925,-0.078
1.3,24,,-5.8,-1.7,-1.6,2.0,4.667,0.058,-2.847
1.3,25,,-106.9,-8.5,-5.9,5.0,2.333,1.069,0.067
1.3,26,,-126.0,-11.2,0.6,3.0,3.5,1.26,0.231
1.3,27,,-137.5,4.6,10.8,4.0,2.8,1.375,0.318
1.3,28,,-162.0,-0.6,12.7,4.0,2.8,1.62,0.482
1.3,29,,-143.4,2.6,11.7,3.0,3.5,1.434,0.36
1.3,30,,-7.6,-2.4,1.4,2.0,4.667,0.076,-2.577
1.3,31,,-128.2,-5.6,9.8,1.0,7.0,1.282,0.248
1.3,32,,-63.4,6.4,4.7,4.0,2.8,0.634,-0.456
1.3,33,,-172.2,-11.2,-6.9,4.0,2.8,1.722,0.543
1.3,34,,-19.2,-4.2,1.2,2.0,4.667,0.192,-1.65
1.3,35,,-162.8,10.8,6.8,1.0,7.0,1.628,0.487
1.3,36,,-119.6,4.0,10.2,4.0,2.8,1.196,0.179
1.3,37,,-142.0,-11.5,-3.0,5.0,2.333,1.42,0.351
1.3,38,,-165.7,-10.0,-8.1,4.0,2.8,1.657,0.505
1.3,39,,-32.1,4.8,2.9,1.0,7.0,0.321,-1.136
1.4,20,,-161.1,-11.4,-5.7,5.0,2.333,1.611,0.477
1.4,21,,-95.8,2.9,-9.3,1.0,7.0,0.958,-0.043
1.4,22,,-215.1,-14.0,4.3,1.0,7.0,2.151,0.766
1.4,23,,-92.8,2.4,-9.3,1.0,7.0,0.928,-0.075
1.4,24,,-5.9,-1.8,-1.6,2.0,4.667,0.059,-2.83
1.4,25,,-106.1,-8.5,-5.8,5.0,2.333,1.061,0.059
1.4,26,,-125.3,-11.2,0.5,3.0,3.5,1.253,0.226
1.4,27,,-136.8,4.7,10.7,4.0,2.8,1.368,0.313
1.4,28,,-161.2,-0.6,12.7,4.0,2.8,1.612,0.477
1.4,29,,-142.4,2.7,11.6,3.0,3.5,1.424,0.353
1.4,30,,-7.8,-2.4,1.4,2.0,4.667,0.078,-2.551
1.4,31,,-127.3,-5.6,9.8,1.0,7.0,1.273,0.241
1.4,32,,-64.3,6.5,4.7,4.0,2.8,0.643,-0.442
1.4,33,,-171.3,-11.2,-6.8,4.0,2.8,1.713,0.538
1.4,34,,-19.6,-4.2,1.3,2.0,4.667,0.196,-1.63
1.4,35,,-161.6,10.8,6.8,1.0,7.0,1.616,0.48
1.4,36,,-118.8,4.0,10.1,4.0,2.8,1.188,0.172
1.4,37,,-140.4,-11.5,-3.0,5.0,2.333,1.404,0.339
1.4,38,,-164.9,-10.0,-8.1,4.0,2.8,1.649,0.5
1.4,39,,-32.6,4.9,3.0,1.0,7.0,0.326,-1.121
1.5,20,,-159.8,-11.3,-5.6,5.0,2.333,1.598,0.469
1.5,21,,-97.3,3.0,-9.4,1.0,7.0,0.973,-0.027
1.5,22,,-213.0,-13.9,4.3,1.0,7.0,2.13,0.756
1.5,23,,-93.1,2.5,-9.3,1.0,7.0,0.931,-0.071
1.5,24,,-6.3,-1.9,-1.6,2.0,4.667,0.063,-2.765
1.5,25,,-104.4,-8.4,-5.8,5.0,2.333,1.044,0.043
1.5,26,,-125.2,-11.2,0.4,4.0,2.8,1.252,0.225
1.5,27,,-136.3,4.7,10.7,4.0,2.8,1.363,0.31
1.5,28,,-159.6,-0.6,12.6,4.0,2.8,1.596,0.468
1.5,29,,-141.0,2.7,11.6,3.0,3.5,1.41,0.344
1.5,30,,-8.1,-2.5,1.4,2.0,4.667,0.081,-2.513
1.5,31,,-126.5,-5.5,9.8,1.0,7.0,1.265,0.235
1.5,32,,-65.1,6.6,4.7,4.0,2.8,0.651,-0.429
1.5,33,,-169.6,-11.1,-6.8,4.0,2.8,1.696,0.528
1.5,34,,-20.1,-4.3,1.3,2.0,4.667,0.201,-1.604
1.5,35,,-160.6,10.7,6.7,2.0,4.667,1.606,0.474
1.5,36,,-117.9,4.1,10.1,4.0,2.8,1.179,0.165
1.5,37,,-139.9,-11.4,-3.0,5.0,2.333,1.399,0.336
1.5,38,,-163.4,-10.0,-8.0,4.0,2.8,1.634,0.491
1.5,39,,-33.3,4.9,3.0,1.0,7.0,0.333,-1.1
1.6,20,,-157.8,-11.2,-5.6,5.0,2.333,1.578,0.456
1.6,21,,-97.8,3.0,-9.4,1.0,7.0,0.978,-0.022
1.6,22,,-211.6,-13.9,4.3,1.0,7.0,2.116,0.75
1.6,23,,-94.2,2.5,-9.4,1.0,7.0,0.942,-0.06
1.6,24,,-6.6,-1.9,-1.7,2.0,4.667,0.066,-2.718
1.6,25,,-103.5,-8.4,-5.7,5.0,2.333,1.035,0.034
1.6,26,,-125.0,-11.2,0.4,5.0,2.333,1.25,0.223
1.6,27,,-135.6,4.7,10.6,4.0,2.8,1.356,0.305
1.6,28,,-158.4,-0.5,12.6,4.0,2.8,1.584,0.46
1.6,29,,-140.2,2.7,11.5,3.0,3.5,1.402,0.338
1.6,30,,-8.2,-2.6,1.3,2.0,4.667,0.082,-2.501
1.6,31,,-124.9,-5.5,9.7,1.0,7.0,1.249,0.222
1.6,32,,-66.3,6.6,4.7,4.0,2.8,0.663,-0.411
1.6,33,,-168.1,-11.1,-6.8,4.0,2.8,1.681,0.519
1.6,34,,-20.8,-4.4,1.3,3.0,3.5,0.208,-1.57
1.6,35,,-159.1,10.7,6.7,2.0,4.667,1.591,0.464
1.6,36,,-117.4,4.1,10.0,4.0,2.8,1.174,0.16
1.6,37,,-138.6,-11.4,-3.0,5.0,2.333,1.386,0.326
1.6,38,,-161.8,-9.9,-8.0,4.0,2.8,1.618,0.481
1.6,39,,-34.0,5.0,3.0,2.0,4.667,0.34,-1.079
1.7,20,,-156.9,-11.2,-5.6,5.0,2.333,1.569,0.45
1.7,21,,-99.2,3.1,-9.5,1.0,7.0,0.992,-0.008
1.7,22,,-209.4,-13.8,4.2,1.0,7.0,2.094,0.739
1.7,23,,-94.6,2.6,-9.4,1.0,7.0,0.946,-0.056
1.7,24,,-6.7,-2.0,-1.6,2.0,4.667,0.067,-2.703
1.7,25,,-102.1,-8.3,-5.7,5.0,2.333,1.021,0.021
1.7,26,,-124.7,-11.2,0.3,5.0,2.333,1.247,0.221
1.7,27,,-134.4,4.7,10.6,4.0,2.8,1.344,0.296
1.7,28,,-157.6,-0.5,12.5,4.0,2.8,1.576,0.455
1.7,29,,-139.4,2.7,11.5,3.0,3.5,1.394,0.332
1.7,30,,-8.2,-2.6,1.2,2.0,4.667,0.082,-2.501
1.7,31,,-123.3,-5.4,9.7,1.0,7.0,1.233,0.209
1.7,32,,-66.6,6.7,4.7,4.0,2.8,0.666,-0.406
1.7,33,,-166.7,-11.0,-6.8,4.0,2.8,1.667,0.511
1.7,34,,-21.4,-4.4,1.4,3.0,3.5,0.214,-1.542
1.7,35,,-158.2,10.7,6.7,2.0,4.667,1.582,0.459
1.7,36,,-117.3,4.1,10.0,4.0,2.8,1.173,0.16
1.7,37,,-137.1,-11.3,-3.1,5.0,2.333,1.371,0.316
1.7,38,,-160.9,-9.9,-7.9,4.0,2.8,1.609,0.476
1.7,39,,-34.4,5.1,2.9,2.0,4.667,0.344,-1.067
1.8,20,,-154.8,-11.1,-5.6,5.0,2.333,1.548,0.437
1.8,21,,-99.6,3.1,-9.5,1.0,7.0,0.996,-0.004
1.8,22,,-208.0,-13.8,4.2,1.0,7.0,2.08,0.732
1.8,23,,-94.9,2.7,-9.4,1.0,7.0,0.949,-0.052
1.8,24,,-7.0,-2.1,-1.6,2.0,4.667,0.07,-2.659
1.8,25,,-101.3,-8.3,-5.7,5.0,2.333,1.013,0.013
1.8,26,,-123.8,-11.1,0.3,5.0,2.333,1.238,0.213
1.8,27,,-134.0,4.8,10.5,4.0,2.8,1.34,0.293
1.8,28,,-156.9,-0.5,12.5,4.0,2.8,1.569,0.45
1.8,29,,-137.9,2.7,11.4,3.0,3.5,1.379,0.321
1.8,30,,-8.2,-2.6,1.2,2.0,4.667,0.082,-2.501
1.8,31,,-121.6,-5.4,9.6,1.0,7.0,1.216,0.196
1.8,32,,-67.3,6.8,4.6,4.0,2.8,0.673,-0.396
1.8,33,,-165.8,-11.0,-6.8,4.0,2.8,1.658,0.506
