Time,Average Ln(Abs(zi/z_goal)),Sum Linear Coverage,Time/Total Time,max_x,max_y,min_x,min_y,Perimeter,Sum Linear Coverage/Perimeter
13.5,-0.075,49.12,0.135,6.7,10.1,-10.1,-9.7,73.2,0.671
13.6,-0.075,49.12,0.136,6.7,10.1,-10.2,-9.7,73.4,0.669
13.7,-0.075,49.12,0.137,6.6,10.0,-10.1,-9.7,72.8,0.675
13.8,-0.074,49.12,0.138,6.6,10.0,-10.1,-9.7,72.8,0.675
13.9,-0.073,49.12,0.139,6.6,10.1,-10.2,-9.6,73.0,0.673
14.0,-0.072,48.18,0.14,6.7,10.1,-10.1,-9.6,73.0,0.66
14.1,-0.072,48.18,0.141,6.7,10.1,-10.1,-9.6,73.0,0.66
14.2,-0.072,48.18,0.142,6.6,10.1,-10.1,-9.5,72.6,0.664
14.3,-0.07,48.18,0.143,6.6,10.1,-10.2,-9.6,73.0,0.66
14.4,-0.068,48.18,0.144,6.6,10.0,-10.1,-9.6,72.6,0.664
14.5,-0.069,48.18,0.145,6.6,10.1,-10.1,-9.6,72.8,0.662
14.6,-0.068,48.18,0.146,6.6,10.1,-10.1,-9.5,72.6,0.664
14.7,-0.067,48.18,0.147,6.6,10.1,-10.1,-9.5,72.6,0.664
14.8,-0.066,48.18,0.148,6.7,10.1,-10.1,-9.5,72.8,0.662
14.9,-0.066,48.18,0.149,6.8,10.1,-10.1,-9.5,73.0,0.66
15.0,-0.06,47.85,0.15,6.9,10.1,-10.1,-9.6,73.4,0.652
15.1,-0.058,48.05,0.151,7.0,10.0,-10.1,-9.6,73.4,0.655
15.2,-0.057,47.85,0.152,7.0,10.0,-10.1,-9.6,73.4,0.652
15.3,-0.057,47.85,0.153,7.0,10.1,-10.1,-9.5,73.4,0.652
15.4,-0.054,47.85,0.154,7.1,10.1,-10.1,-9.6,73.8,0.648
15.5,-0.055,47.6,0.155,7.1,10.1,-10.1,-9.6,73.8,0.645
15.6,-0.056,46.44,0.156,7.1,10.0,-10.1,-9.5,73.4,0.633
15.7,-0.055,46.24,0.157,7.1,10.0,-10.1,-9.6,73.6,0.628
15.8,-0.055,46.24,0.158,7.1,10.1,-10.2,-9.6,74.0,0.625
15.9,-0.055,45.66,0.159,7.1,10.1,-10.1,-9.6,73.8,0.619
16.0,-0.055,45.66,0.16,7.1,10.1,-10.1,-9.5,73.6,0.62
16.1,-0.053,45.16,0.161,7.2,10.1,-10.1,-9.5,73.8,0.612
16.2,-0.053,45.41,0.162,7.1,10.1,-10.1,-9.5,73.6,0.617
16.3,-0.053,45.66,0.163,7.2,10.0,-10.1,-9.6,73.8,0.619
16.4,-0.054,45.99,0.164,7.2,10.0,-10.1,-9.6,73.8,0.623
16.5,-0.052,45.99,0.165,7.2,10.1,-10.1,-9.6,74.0,0.621
16.6,-0.053,45.99,0.166,7.2,10.1,-10.1,-9.6,74.0,0.621
16.7,-0.052,45.99,0.167,7.2,10.1,-10.1,-9.6,74.0,0.621
16.8,-0.05,45.99,0.168,7.2,10.1,-10.1,-9.6,74.0,0.621
16.9,-0.05,45.99,0.169,7.3,10.1,-10.1,-9.5,74.0,0.621
17.0,-0.051,45.99,0.17,7.2,10.1,-10.1,-9.5,73.8,0.623
17.1,-0.052,45.99,0.171,7.2,10.1,-10.1,-9.5,73.8,0.623
17.2,-0.052,46.14,0.172,7.2,10.1,-10.1,-9.5,73.8,0.625
17.3,-0.05,46.39,0.173,7.3,10.1,-10.1,-9.5,74.0,0.627
17.4,-0.049,46.39,0.174,7.3,10.1,-10.1,-9.5,74.0,0.627
17.5,-0.049,46.39,0.175,7.3,10.1,-10.1,-9.6,74.2,0.625
17.6,-0.048,46.39,0.176,7.4,10.1,-10.1,-9.6,74.4,0.624
17.7,-0.048,46.39,0.177,7.4,10.1,-10.1,-9.6,74.4,0.624
17.8,-0.045,46.39,0.178,7.4,10.1,-10.1,-9.6,74.4,0.624
17.9,-0.045,46.39,0.179,7.4,10.1,-10.1,-9.5,74.2,0.625
18.0,-0.048,46.39,0.18,7.4,10.1,-10.1,-9.4,74.0,0.627
18.1,-0.047,46.39,0.181,7.5,10.1,-10.1,-9.5,74.4,0.624
18.2,-0.046,46.39,0.182,7.5,10.1,-10.1,-9.5,74.4,0.624
18.3,-0.044,46.14,0.183,7.5,10.1,-10.1,-9.5,74.4,0.62
18.4,-0.043,46.14,0.184,7.5,10.2,-10.1,-9.5,74.6,0.618
18.5,-0.042,45.89,0.185,7.5,10.2,-10.1,-9.5,74.6,0.615
18.6,-0.043,45.89,0.186,7.5,10.1,-10.1,-9.5,74.4,0.617
18.7,-0.044,45.89,0.187,7.6,10.1,-10.1,-9.5,74.6,0.615
18.8,-0.042,45.89,0.188,7.6,10.1,-10.1,-9.5,74.6,0.615
18.9,-0.041,45.89,0.189,7.6,10.1,-10.1,-9.5,74.6,0.615
19.0,-0.043,45.89,0.19,7.5,10.1,-10.1,-9.5,74.4,0.617
19.1,-0.043,45.89,0.191,7.5,10.1,-10.1,-9.5,74.4,0.617
19.2,-0.041,45.89,0.192,7.5,10.1,-10.1,-9.5,74.4,0.617
19.3,-0.039,45.89,0.193,7.5,10.1,-10.1,-9.4,74.2,0.618
19.4,-0.037,45.89,0.194,7.5,10.1,-10.1,-9.4,74.2,0.618
19.5,-0.036,45.89,0.195,7.5,10.1,-10.1,-9.5,74.4,0.617
19.6,-0.038,45.89,0.196,7.5,10.1,-10.1,-9.5,74.4,0.617
19.7,-0.038,45.89,0.197,7.5,10.1,-10.1,-9.4,74.2,0.618
19.8,-0.036,45.89,0.198,7.5,10.1,-10.1,-9.4,74.2,0.618
19.9,-0.035,45.19,0.199,7.5,10.1,-10.1,-9.4,74.2,0.609
20.0,-0.035,45.0,0.2,7.5,10.1,-10.1,-9.4,74.2,0.606
20.1,-0.034,45.0,0.201,7.5,10.1,-10.1,-9.4,74.2,0.606
20.2,-0.034,45.0,0.202,7.5,10.1,-10.1,-9.4,74.2,0.606
20.3,-0.033,45.0,0.203,7.6,10.1,-10.1,-9.4,74.4,0.605
20.4,-0.033,45.0,0.204,7.6,10.2,-10.1,-9.5,74.8,0.602
20.5,-0.034,45.0,0.205,7.6,10.1,-10.2,-9.4,74.6,0.603
20.6,-0.034,45.0,0.206,7.6,10.1,-10.2,-9.4,74.6,0.603
20.7,-0.033,45.0,0.207,7.7,10.1,-10.2,-9.4,74.8,0.602
20.8,-0.031,45.0,0.208,7.6,10.2,-10.2,-9.4,74.8,0.602
20.9,-0.03,45.0,0.209,7.7,10.1,-10.2,-9.4,74.8,0.602
21.0,-0.027,45.0,0.21,7.6,10.2,-10.1,-9.5,74.8,0.602
21.1,-0.029,45.0,0.211,7.6,10.1,-10.1,-9.4,74.4,0.605
21.2,-0.03,45.0,0.212,7.6,10.1,-10.1,-9.4,74.4,0.605
21.3,-0.03,45.0,0.213,7.7,10.1,-10.1,-9.5,74.8,0.602
21.4,-0.028,45.0,0.214,7.6,10.2,-10.1,-9.5,74.8,0.602
21.5,-0.03,45.0,0.215,7.7,10.2,-10.1,-9.4,74.8,0.602
21.6,-0.028,45.0,0.216,7.6,10.1,-10.1,-9.4,74.4,0.605
21.7,-0.028,45.0,0.217,7.7,10.1,-10.1,-9.4,74.6,0.603
21.8,-0.029,45.0,0.218,7.7,10.1,-10.1,-9.4,74.6,0.603
21.9,-0.027,45.0,0.219,7.7,10.1,-10.1,-9.4,74.6,0.603
22.0,-0.026,45.0,0.22,7.8,10.1,-10.1,-9.4,74.8,0.602
22.1,-0.027,44.34,0.221,7.8,10.1,-10.1,-9.5,75.0,0.591
22.2,-0.028,44.34,0.222,7.8,10.1,-10.1,-9.5,75.0,0.591
22.3,-0.029,44.34,0.223,7.8,10.1,-10.1,-9.4,74.8,0.593
22.4,-0.024,44.34,0.224,7.8,10.1,-10.1,-9.5,75.0,0.591
22.5,-0.023,44.34,0.225,7.8,10.1,-10.1,-9.5,75.0,0.591
22.6,-0.024,44.34,0.226,7.8,10.1,-10.1,-9.5,75.0,0.591
22.7,-0.024,44.34,0.227,7.8,10.1,-10.1,-9.5,75.0,0.591
22.8,-0.023,44.34,0.228,7.8,10.1,-10.1,-9.4,74.8,0.593
22.9,-0.023,44.34,0.229,7.8,10.1,-10.1,-9.4,74.8,0.593
23.0,-0.024,44.34,0.23,7.9,10.1,-10.1,-9.4,75.0,0.591
23.1,-0.026,44.34,0.231,7.9,10.1,-10.1,-9.4,75.0,0.591
23.2,-0.024,44.34,0.232,7.9,10.1,-10.1,-9.4,75.0,0.591
23.3,-0.024,44.34,0.233,8.0,10.1,-10.1,-9.4,75.2,0.59
23.4,-0.024,44.34,0.234,8.0,10.1,-10.1,-9.4,75.2,0.59
23.5,-0.023,44.34,0.235,8.0,10.1,-10.1,-9.4,75.2,0.59
23.6,-0.023,44.34,0.236,8.0,10.1,-10.1,-9.5,75.4,0.588
23.7,-0.023,44.34,0.237,8.0,10.1,-10.1,-9.5,75.4,0.588
23.8,-0.021,44.34,0.238,8.1,10.2,-10.1,-9.5,75.8,0.585
23.9,-0.02,44.34,0.239,8.1,10.2,-10.1,-9.5,75.8,0.585
24.0,-0.02,44.34,0.24,8.1,10.1,-10.1,-9.5,75.6,0.587
24.1,-0.02,44.34,0.241,8.1,10.1,-10.1,-9.5,75.6,0.587
24.2,-0.02,44.34,0.242,8.1,10.1,-10.1,-9.5,75.6,0.587
24.3,-0.018,44.34,0.243,8.1,10.1,-10.1,-9.5,75.6,0.587
24.4,-0.015,45.0,0.244,8.1,10.1,-10.1,-9.5,75.6,0.595
24.5,-0.014,45.0,0.245,8.1,10.1,-10.1,-9.5,75.6,0.595
24.6,-0.014,44.34,0.246,8.2,10.1,-10.1,-9.4,75.6,0.587
24.7,-0.013,44.34,0.247,8.1,10.2,-10.1,-9.4,75.6,0.587
24.8,-0.011,44.34,0.248,8.2,10.1,-10.1,-9.4,75.6,0.587
24.9,-0.011,44.34,0.249,8.1,10.1,-10.1,-9.4,75.4,0.588
25.0,-0.012,44.34,0.25,8.1,10.1,-10.1,-9.4,75.4,0.588
25.1,-0.011,44.34,0.251,8.0,10.2,-10.1,-9.4,75.4,0.588
25.2,-0.012,44.34,0.252,8.1,10.1,-10.1,-9.4,75.4,0.588
25.3,-0.012,44.34,0.253,8.2,10.1,-10.1,-9.5,75.8,0.585
25.4,-0.013,43.81,0.254,8.1,10.1,-10.1,-9.4,75.4,0.581
25.5,-0.012,43.81,0.255,8.2,10.1,-10.1,-9.5,75.8,0.578
25.6,-0.012,43.81,0.256,8.2,10.1,-10.1,-9.4,75.6,0.579
25.7,-0.01,43.81,0.257,8.1,10.1,-10.1,-9.4,75.4,0.581
25.8,-0.009,44.0,0.258,8.1,10.1,-10.1,-9.4,75.4,0.584
25.9,-0.01,44.28,0.259,8.1,10.1,-10.1,-9.4,75.4,0.587
26.0,-0.009,44.28,0.26,8.1,10.1,-10.1,-9.5,75.6,0.586
26.1,-0.009,43.81,0.261,8.2,10.1,-10.1,-9.5,75.8,0.578
26.2,-0.01,43.81,0.262,8.1,10.1,-10.1,-9.5,75.6,0.579
26.3,-0.008,43.81,0.263,8.1,10.1,-10.1,-9.5,75.6,0.579
26.4,-0.005,43.81,0.264,8.1,10.1,-10.1,-9.5,75.6,0.579
26.5,-0.004,44.47,0.265,8.2,10.2,-10.1,-9.4,75.8,0.587
26.6,-0.004,44.47,0.266,8.1,10.1,-10.1,-9.4,75.4,0.59
26.7,-0.007,44.47,0.267,8.1,10.1,-10.1,-9.4,75.4,0.59
26.8,-0.005,44.47,0.268,8.1,10.1,-10.1,-9.4,75.4,0.59
26.9,-0.002,44.47,0.269,8.2,10.1,-10.1,-9.5,75.8,0.587
27.0,-0.003,44.47,0.27,8.1,10.1,-10.1,-9.5,75.6,0.588
27.1,-0.004,44.47,0.271,8.0,10.1,-10.1,-9.5,75.4,0.59
27.2,-0.002,44.47,0.272,8.1,10.1,-10.1,-9.5,75.6,0.588
27.3,-0.002,44.47,0.273,8.0,10.1,-10.1,-9.5,75.4,0.59
27.4,-0.001,44.47,0.274,8.1,10.1,-10.1,-9.5,75.6,0.588
27.5,-0.001,44.47,0.275,8.1,10.1,-10.1,-9.5,75.6,0.588
27.6,-0.002,44.47,0.276,8.1,10.1,-10.1,-9.4,75.4,0.59
27.7,-0.003,44.47,0.277,8.0,10.1,-10.1,-9.4,75.2,0.591
27.8,-0.005,44.47,0.278,8.0,10.1,-10.1,-9.4,75.2,0.591
27.9,-0.005,44.47,0.279,8.1,10.0,-10.1,-9.4,75.2,0.591
28.0,-0.006,44.47,0.28,8.1,10.1,-10.1,-9.4,75.4,0.59
28.1,-0.003,44.47,0.281,8.0,10.1,-10.1,-9.3,75.0,0.593
28.2,-0.003,44.47,0.282,8.1,10.2,-10.1,-9.4,75.6,0.588
28.3,-0.005,44.47,0.283,8.1,10.1,-10.1,-9.4,75.4,0.59
28.4,-0.006,44.47,0.284,8.2,10.1,-10.1,-9.4,75.6,0.588
28.5,-0.006,44.47,0.285,8.1,10.1,-10.1,-9.4,75.4,0.59
28.6,-0.005,44.47,0.286,8.2,10.1,-10.1,-9.4,75.6,0.588
28.7,-0.006,44.47,0.287,8.2,10.1,-10.1,-9.4,75.6,0.588
28.8,-0.006,44.47,0.288,8.2,10.1,-10.1,-9.5,75.8,0.587
28.9,-0.005,44.47,0.289,8.2,10.1,-10.1,-9.5,75.8,0.587
29.0,-0.006,44.47,0.29,8.2,10.1,-10.1,-9.6,76.0,0.585
29.1,-0.006,44.67,0.291,8.2,10.1,-10.1,-9.5,75.8,0.589
29.2,-0.007,44.8,0.292,8.2,10.1,-10.1,-9.5,75.8,0.591
29.3,-0.007,44.47,0.293,8.2,10.1,-10.1,-9.5,75.8,0.587
29.4,-0.006,44.47,0.294,8.3,10.2,-10.1,-9.6,76.4,0.582
29.5,-0.008,44.47,0.295,8.3,10.1,-10.1,-9.5,76.0,0.585
29.6,-0.007,44.8,0.296,8.3,10.1,-10.1,-9.6,76.2,0.588
29.7,-0.006,44.47,0.297,8.3,10.0,-10.1,-9.5,75.8,0.587
29.8,-0.005,44.47,0.298,8.4,10.1,-10.1,-9.6,76.4,0.582
29.9,-0.004,44.47,0.299,8.4,10.1,-10.1,-9.5,76.2,0.584
30.0,-0.005,44.47,0.3,8.4,10.1,-10.1,-9.5,76.2,0.584
30.1,-0.008,44.47,0.301,8.3,10.1,-10.1,-9.5,76.0,0.585
30.2,-0.008,44.47,0.302,8.3,10.1,-10.1,-9.5,76.0,0.585
30.3,-0.006,44.47,0.303,8.3,10.1,-10.1,-9.5,76.0,0.585
30.4,-0.006,44.47,0.304,8.3,10.1,-10.1,-9.5,76.0,0.585
30.5,-0.006,44.47,0.305,8.4,10.1,-10.1,-9.5,76.2,0.584
30.6,-0.005,44.86,0.306,8.3,10.1,-10.1,-9.5,76.0,0.59
30.7,-0.006,44.86,0.307,8.4,10.2,-10.1,-9.4,76.2,0.589
30.8,-0.006,44.86,0.308,8.4,10.1,-10.1,-9.5,76.2,0.589
30.9,-0.007,44.86,0.309,8.4,10.1,-10.1,-9.4,76.0,0.59
31.0,-0.004,44.67,0.31,8.5,10.1,-10.1,-9.4,76.2,0.586
31.1,-0.006,44.47,0.311,8.4,10.1,-10.0,-9.5,76.0,0.585
31.2,-0.005,44.47,0.312,8.4,10.1,-10.0,-9.4,75.8,0.587
31.3,-0.006,44.47,0.313,8.4,10.1,-10.1,-9.4,76.0,0.585
31.4,-0.007,45.3,0.314,8.4,10.1,-10.1,-9.5,76.2,0.594
31.5,-0.007,44.86,0.315,8.5,10.0,-10.1,-9.5,76.2,0.589
31.6,-0.003,44.86,0.316,8.5,10.1,-10.1,-9.5,76.4,0.587
31.7,-0.002,45.05,0.317,8.4,10.1,-10.1,-9.5,76.2,0.591
31.8,-0.004,45.39,0.318,8.5,10.1,-10.1,-9.5,76.4,0.594
31.9,-0.008,45.19,0.319,8.4,10.1,-10.1,-9.4,76.0,0.595
32.0,-0.008,45.0,0.32,8.5,10.1,-10.1,-9.5,76.4,0.589
