Time,ID,behv,Battery,x,y,Measurement,u,v,speed,best_x,best_y,best_measure,best_id
0.3,7,isocontour,98.86,-5.0,7.1,-74.6,-0.2,-1.3,1.3,-0.6,0.6,-0.7,10
0.3,8,isocontour,99.08,6.0,-6.9,-83.0,1.1,-0.5,1.2,-0.6,0.6,-0.7,10
0.3,9,isocontour,99.81,6.3,-6.7,-84.7,0.1,1.5,1.5,-0.6,0.6,-0.7,10
0.3,10,isocontour,99.52,-0.1,1.6,-2.4,3.2,2.4,4.0,-0.1,1.6,-0.7,10
0.3,11,isocontour,99.4,5.9,-7.2,-87.0,0.5,-1.5,1.6,-0.6,0.6,-0.7,10
0.3,12,isocontour,99.6,-8.7,-7.5,-131.9,3.7,0.7,3.8,-3.9,-6.2,-54.1,5
0.3,13,isocontour,99.39,-2.9,5.1,-34.2,-4.5,1.6,4.8,-0.6,0.6,-0.7,10
0.3,14,isocontour,98.38,-5.5,7.0,-78.7,-1.9,-0.6,2.0,-0.6,0.6,-0.7,10
0.3,15,isocontour,99.47,-8.0,0.5,-64.6,1.5,3.1,3.4,-1.9,4.5,-23.7,13
0.3,16,isocontour,99.77,2.5,-3.1,-16.0,2.2,-2.0,3.0,-0.6,0.6,-0.7,10
0.3,17,isocontour,99.28,-4.5,-8.5,-92.0,3.0,-1.7,3.4,-3.9,-6.2,-54.1,5
0.3,18,isocontour,99.04,3.4,-6.4,-52.8,2.5,-1.6,3.0,-0.6,0.6,-0.7,10
0.3,19,isocontour,99.57,-7.7,5.8,-93.3,3.3,-1.5,3.6,-0.6,0.6,-0.7,10
0.3,20,isocontour,99.21,7.1,-3.6,-63.7,-0.9,-5.3,5.4,-0.6,0.6,-0.7,10
0.4,1,isocontour,99.34,1.0,4.4,-20.5,-3.4,-0.9,3.5,-0.6,0.6,-0.7,10
0.4,2,isocontour,99.57,-8.3,4.1,-86.0,-1.3,0.1,1.3,-0.6,0.6,-0.7,10
0.4,3,isocontour,98.59,-5.8,-9.0,-115.7,5.5,-0.0,5.5,-3.9,-6.5,-54.1,5
0.4,4,isocontour,99.18,-1.5,-8.9,-81.9,5.5,-0.5,5.5,-3.9,-6.2,-54.1,5
0.4,5,isocontour,98.94,-3.3,-7.9,-72.8,0.4,-4.6,4.6,-3.9,-6.2,-54.1,5
0.4,6,isocontour,99.2,-7.0,6.7,-93.6,2.6,-0.1,2.6,-0.6,0.6,-0.7,10
0.4,7,isocontour,98.75,-5.3,7.0,-77.6,-3.5,-0.4,3.5,-0.6,0.6,-0.7,10
0.4,8,isocontour,96.51,6.2,-7.8,-99.5,1.8,-9.7,9.9,-0.6,0.6,-0.7,10
0.4,9,isocontour,99.71,6.0,-6.6,-79.7,-3.3,0.7,3.4,-0.6,0.6,-0.7,10
0.4,10,isocontour,99.48,-0.2,1.8,-3.2,-1.1,2.3,2.5,-0.2,1.8,-0.7,10
0.4,11,isocontour,99.4,6.0,-7.2,-87.1,0.8,0.6,1.0,-0.6,0.6,-0.7,10
0.4,12,isocontour,99.13,-8.2,-7.7,-125.7,5.3,-1.8,5.6,-3.9,-6.2,-54.1,5
0.4,13,isocontour,99.33,-3.1,5.3,-37.6,-1.7,2.3,2.9,-0.6,0.6,-0.7,10
0.4,14,isocontour,95.78,-5.0,7.8,-86.1,5.0,8.6,9.9,-0.6,0.6,-0.7,10
0.4,15,isocontour,99.4,-8.1,0.8,-66.7,-1.1,2.7,2.9,-0.6,0.6,-0.7,10
0.4,16,isocontour,99.5,2.8,-3.5,-19.9,3.3,-3.2,4.6,-0.6,0.6,-0.7,10
0.4,17,isocontour,98.95,-4.0,-8.4,-86.1,4.9,1.0,5.0,-3.9,-6.2,-54.1,5
0.4,18,isocontour,99.0,3.7,-6.5,-55.2,2.4,-0.5,2.5,-0.6,0.6,-0.7,10
0.4,19,isocontour,99.51,-7.4,5.8,-88.7,2.9,-0.2,2.9,-0.6,0.6,-0.7,10
0.4,20,isocontour,98.88,6.8,-4.1,-63.0,-2.8,-4.1,5.0,-0.6,0.6,-0.7,10
0.5,1,isocontour,99.12,0.6,4.3,-19.2,-4.3,-0.7,4.4,-0.6,0.6,-0.7,10
0.5,2,isocontour,99.49,-8.2,4.4,-85.6,1.6,2.6,3.1,-0.6,0.6,-0.7,10
0.5,3,isocontour,98.36,-5.4,-9.1,-112.9,4.3,-1.1,4.4,-3.9,-6.5,-54.1,5
0.5,4,isocontour,97.38,-0.7,-9.3,-87.2,7.9,-3.8,8.8,-3.9,-6.2,-54.1,5
0.5,5,isocontour,98.79,-3.2,-8.2,-77.6,1.4,-3.5,3.8,-3.9,-6.2,-54.1,5
0.5,6,isocontour,98.83,-6.6,6.4,-84.1,4.6,-2.4,5.2,-0.6,0.6,-0.7,10
0.5,7,isocontour,98.34,-5.1,7.5,-82.0,2.4,4.8,5.4,-0.6,0.6,-0.7,10
0.5,8,isocontour,96.51,6.1,-7.9,-99.6,-0.8,-0.7,1.1,-0.6,0.6,-0.7,10
0.5,9,isocontour,99.49,6.2,-7.0,-87.4,2.0,-3.9,4.4,-0.6,0.6,-0.7,10
0.5,10,isocontour,99.42,-0.2,2.0,-4.2,-0.2,2.7,2.7,-0.2,2.0,-0.7,10
0.5,11,isocontour,99.29,6.1,-6.9,-84.3,1.4,3.2,3.5,-0.6,0.6,-0.7,10
0.5,12,isocontour,98.71,-7.6,-7.8,-119.8,5.2,-1.5,5.4,-3.9,-6.2,-54.1,5
0.5,13,isocontour,99.27,-3.4,5.4,-40.0,-2.7,0.7,2.8,-0.6,0.6,-0.7,10
0.5,14,isocontour,95.77,-5.0,8.0,-88.1,0.0,1.3,1.3,-0.6,0.6,-0.7,10
0.5,15,isocontour,99.36,-8.1,1.0,-66.7,0.3,2.5,2.5,-0.6,0.6,-0.7,10
0.5,16,isocontour,99.29,3.0,-3.9,-23.8,1.8,-4.0,4.4,-0.6,0.6,-0.7,10
0.5,17,isocontour,98.62,-3.5,-8.3,-81.3,4.9,0.7,4.9,-3.9,-6.2,-54.1,5
0.5,18,isocontour,98.53,4.2,-6.5,-59.9,5.6,-0.2,5.6,-0.6,0.6,-0.7,10
0.5,19,isocontour,99.46,-7.1,5.9,-85.3,2.6,0.4,2.6,-0.6,0.6,-0.7,10
0.5,20,isocontour,98.52,6.6,-4.5,-63.1,-2.7,-4.4,5.2,-0.6,0.6,-0.7,10
0.6,1,isocontour,98.79,0.1,4.3,-18.8,-5.0,-0.1,5.0,-0.6,0.6,-0.7,10
0.6,2,isocontour,99.44,-7.9,4.5,-82.8,2.4,1.2,2.7,-0.6,0.6,-0.7,10
0.6,3,isocontour,97.96,-4.9,-9.1,-106.3,5.3,0.7,5.3,-3.9,-6.5,-54.1,5
0.6,4,isocontour,97.36,-0.7,-9.5,-90.3,-0.3,-1.7,1.7,-3.9,-6.2,-54.1,5
0.6,5,isocontour,96.16,-2.3,-7.9,-66.9,9.3,3.5,9.9,-3.9,-6.2,-54.1,5
0.6,6,isocontour,98.56,-6.3,6.8,-85.3,2.9,3.7,4.7,-0.6,0.6,-0.7,10
0.6,7,isocontour,95.72,-4.5,8.3,-88.4,6.2,7.8,10.0,-0.6,0.6,-0.7,10
0.6,8,isocontour,96.47,6.1,-7.6,-95.8,-0.1,2.4,2.4,-0.6,0.6,-0.7,10
0.6,9,isocontour,99.44,6.5,-7.0,-90.7,2.7,0.1,2.7,-0.6,0.6,-0.7,10
0.6,10,isocontour,99.29,-0.5,2.3,-5.5,-2.9,2.3,3.7,-0.5,2.3,-0.7,10
0.6,11,isocontour,97.41,5.8,-6.0,-69.8,-3.3,8.3,8.9,-0.6,0.6,-0.7,10
0.6,12,isocontour,98.29,-7.1,-7.8,-111.3,5.4,0.4,5.4,-3.9,-6.2,-54.1,5
0.6,13,isocontour,99.12,-3.6,5.6,-44.9,-2.5,2.8,3.8,-0.6,0.6,-0.7,10
0.6,14,isocontour,95.51,-5.1,7.5,-82.9,-1.6,-4.4,4.7,-0.6,0.6,-0.7,10
0.6,15,isocontour,99.13,-7.9,1.4,-64.3,2.0,3.9,4.4,-0.6,0.6,-0.7,10
0.6,16,isocontour,99.02,3.2,-4.3,-28.4,2.2,-4.1,4.7,-0.6,0.6,-0.7,10
0.6,17,isocontour,98.59,-3.7,-8.2,-80.4,-1.8,1.4,2.3,-3.9,-6.2,-54.1,5
0.6,18,isocontour,98.25,4.7,-6.7,-66.4,4.2,-2.1,4.7,-0.6,0.6,-0.7,10
0.6,19,isocontour,99.15,-6.7,5.9,-79.5,4.8,0.7,4.9,-0.6,0.6,-0.7,10
0.6,20,isocontour,98.31,6.3,-4.9,-63.7,-2.2,-3.7,4.3,-0.6,0.6,-0.7,10
0.7,1,isocontour,98.35,-0.4,4.6,-21.1,-4.9,2.5,5.5,-0.6,0.6,-0.7,10
0.7,2,isocontour,99.29,-8.2,4.2,-84.3,-2.5,-2.9,3.8,-0.6,0.6,-0.7,10
0.7,3,isocontour,97.53,-4.5,-8.7,-96.1,4.2,3.5,5.5,-3.9,-6.5,-54.1,5
0.7,4,isocontour,97.05,-1.2,-9.4,-90.2,-4.9,0.5,4.9,-3.9,-6.2,-54.1,5
0.7,5,isocontour,96.15,-2.3,-7.8,-65.6,-0.2,0.9,0.9,-3.9,-6.2,-54.1,5
0.7,6,isocontour,98.51,-6.3,6.5,-82.5,-0.4,-2.5,2.5,-0.6,0.6,-0.7,10
0.7,7,isocontour,95.69,-4.4,8.5,-91.9,0.3,2.3,2.3,-0.6,0.6,-0.7,10
0.7,8,isocontour,96.43,6.1,-7.4,-91.8,-0.2,2.5,2.5,-0.6,0.6,-0.7,10
0.7,9,isocontour,99.28,6.1,-6.8,-84.1,-3.5,1.5,3.8,-0.6,0.6,-0.7,10
0.7,10,isocontour,98.94,-0.9,2.6,-7.7,-3.7,3.5,5.1,-0.9,2.6,-0.7,10
0.7,11,isocontour,97.09,5.8,-6.5,-76.6,0.6,-4.9,4.9,-0.6,0.6,-0.7,10
0.7,12,isocontour,97.9,-6.6,-8.0,-107.0,5.1,-1.6,5.3,-3.9,-6.2,-54.1,5
0.7,13,isocontour,98.91,-4.0,5.5,-47.0,-4.2,-1.0,4.3,-0.6,0.6,-0.7,10
0.7,14,isocontour,95.41,-4.9,7.7,-83.6,2.5,2.1,3.3,-0.6,0.6,-0.7,10
0.7,15,isocontour,98.77,-7.9,1.9,-66.2,-0.1,5.1,5.1,-0.6,0.6,-0.7,10
0.7,16,isocontour,98.7,3.7,-4.5,-33.2,4.6,-1.9,5.0,-0.6,0.6,-0.7,10
0.7,17,isocontour,96.28,-3.6,-7.2,-65.2,0.7,9.5,9.5,-3.9,-6.2,-54.1,5
0.7,18,isocontour,98.21,4.9,-6.7,-69.1,2.4,-0.3,2.4,-0.6,0.6,-0.7,10
0.7,19,isocontour,98.72,-7.1,6.2,-89.2,-4.8,2.5,5.4,-0.6,0.6,-0.7,10
0.7,20,isocontour,98.27,6.3,-5.1,-64.9,-0.8,-2.3,2.4,-0.6,0.6,-0.7,10
0.8,1,isocontour,97.91,-0.9,4.8,-23.7,-5.1,2.0,5.5,-0.6,0.6,-0.7,10
0.8,2,isocontour,99.27,-8.3,4.1,-86.4,-1.6,-0.8,1.8,-0.6,0.6,-0.7,10
0.8,3,isocontour,97.49,-4.2,-8.7,-93.1,2.3,0.6,2.4,-3.9,-6.5,-54.1,5
0.8,4,isocontour,96.95,-1.3,-9.1,-84.7,-1.1,3.1,3.3,-3.9,-6.2,-54.1,5
0.8,5,isocontour,96.02,-2.6,-7.9,-69.8,-3.3,-1.6,3.7,-3.9,-6.2,-54.1,5
0.8,6,isocontour,98.37,-6.3,6.9,-86.8,0.6,3.7,3.7,-0.6,0.6,-0.7,10
0.8,7,isocontour,95.61,-4.5,8.2,-88.0,-1.0,-2.9,3.1,-0.6,0.6,-0.7,10
0.8,8,isocontour,96.39,6.0,-7.2,-87.1,-1.2,2.2,2.5,-0.6,0.6,-0.7,10
0.8,9,isocontour,98.93,5.7,-6.5,-75.4,-4.3,2.7,5.1,-0.6,0.6,-0.7,10
0.8,10,isocontour,98.74,-1.3,2.8,-9.7,-3.6,2.3,4.3,-1.3,2.8,-0.7,10
0.8,11,isocontour,97.05,5.6,-6.6,-75.9,-2.1,-1.3,2.5,-0.6,0.6,-0.7,10
0.8,12,isocontour,97.45,-6.0,-8.0,-100.9,5.5,-0.5,5.5,-3.9,-6.2,-54.1,5
0.8,13,isocontour,98.65,-4.4,5.9,-53.3,-3.4,3.0,4.5,-0.6,0.6,-0.7,10
0.8,14,isocontour,95.39,-5.1,7.7,-85.5,-1.9,-0.0,1.9,-0.6,0.6,-0.7,10
0.8,15,isocontour,98.34,-7.7,2.4,-65.3,2.0,5.1,5.5,-0.6,0.6,-0.7,10
0.8,16,isocontour,98.43,4.1,-4.7,-38.2,4.2,-1.9,4.6,-0.6,0.6,-0.7,10
0.8,17,isocontour,96.2,-3.4,-7.0,-60.9,2.4,1.8,3.0,-3.9,-6.2,-54.1,5
0.8,18,isocontour,97.75,5.4,-6.7,-74.6,5.6,0.2,5.6,-0.6,0.6,-0.7,10
0.8,19,isocontour,98.63,-7.3,5.9,-89.3,-2.1,-2.4,3.2,-0.6,0.6,-0.7,10
0.8,20,isocontour,97.85,6.0,-5.6,-67.4,-2.2,-4.9,5.4,-0.6,0.6,-0.7,10
0.9,1,isocontour,97.52,-1.2,5.2,-28.5,-3.3,4.1,5.3,-0.6,0.6,-0.7,10
0.9,2,isocontour,98.82,-7.9,4.5,-83.1,4.0,3.8,5.5,-0.6,0.6,-0.7,10
0.9,3,isocontour,97.44,-4.0,-8.7,-91.6,2.5,-0.3,2.5,-3.9,-6.5,-54.1,5
0.9,4,isocontour,96.89,-1.4,-8.9,-80.7,-1.3,2.5,2.8,-3.9,-6.2,-54.1,5
0.9,5,isocontour,95.73,-2.8,-8.4,-77.9,-1.6,-4.5,4.8,-3.9,-6.2,-54.1,5
0.9,6,isocontour,97.73,-6.9,6.8,-93.0,-6.1,-1.3,6.2,-0.6,0.6,-0.7,10
0.9,7,isocontour,95.57,-4.6,8.0,-84.9,-0.9,-2.4,2.6,-0.6,0.6,-0.7,10
0.9,8,isocontour,96.26,5.7,-7.0,-80.6,-2.8,2.3,3.6,-0.6,0.6,-0.7,10
0.9,9,isocontour,98.82,6.0,-6.7,-80.6,3.2,-1.1,3.4,-0.6,0.6,-0.7,10
0.9,10,isocontour,98.69,-1.4,3.1,-11.4,-1.0,2.4,2.6,-1.4,3.1,-0.7,10
0.9,11,isocontour,94.55,6.3,-7.4,-93.9,6.5,-7.4,9.8,-0.6,0.6,-0.7,10
0.9,12,isocontour,97.42,-5.8,-8.1,-98.6,2.4,-0.3,2.4,-3.9,-6.2,-54.1,5
0.9,13,isocontour,98.51,-4.7,6.1,-58.6,-3.1,2.1,3.7,-0.6,0.6,-0.7,10
0.9,14,isocontour,95.35,-5.0,7.5,-81.3,0.4,-2.5,2.5,-0.6,0.6,-0.7,10
0.9,15,isocontour,98.28,-7.8,2.7,-67.6,-0.6,2.8,2.9,-0.6,0.6,-0.7,10
0.9,16,isocontour,98.38,4.3,-4.8,-41.5,2.2,-1.5,2.7,-0.6,0.6,-0.7,10
0.9,17,isocontour,95.74,-3.2,-7.5,-67.0,2.1,-5.2,5.6,-3.9,-6.2,-54.1,5
0.9,18,isocontour,97.61,5.4,-7.1,-78.5,-0.9,-3.6,3.7,-0.6,0.6,-0.7,10
0.9,19,isocontour,98.33,-6.9,6.2,-86.5,4.1,2.5,4.8,-0.6,0.6,-0.7,10
0.9,20,isocontour,97.59,5.7,-5.9,-68.2,-2.9,-3.6,4.6,-0.6,0.6,-0.7,10
1.0,1,isocontour,97.07,-1.7,5.4,-32.5,-4.9,2.4,5.5,-1.7,5.4,-28.5,1
1.0,2,isocontour,98.51,-7.7,4.9,-83.3,2.4,4.2,4.8,-7.7,4.9,-83.1,2
1.0,3,isocontour,97.14,-3.5,-8.6,-85.6,4.6,1.4,4.8,-3.5,-8.6,-91.6,3
1.0,4,isocontour,96.85,-1.2,-8.9,-80.6,2.4,-0.3,2.4,-1.2,-8.9,-80.7,4
1.0,5,isocontour,95.58,-2.4,-8.6,-79.4,3.4,-1.9,3.9,-2.4,-8.6,-77.9,5
1.0,6,isocontour,97.29,-6.4,6.6,-83.6,5.1,-1.9,5.4,-6.4,6.6,-93.0,6
1.0,7,isocontour,95.51,-4.8,7.8,-84.5,-2.2,-1.6,2.7,-4.8,7.8,-84.9,7
1.0,8,isocontour,95.85,6.1,-7.3,-90.3,4.3,-3.3,5.4,6.1,-7.3,-80.6,8
1.0,9,isocontour,98.38,6.5,-6.9,-90.2,4.8,-2.6,5.5,6.5,-6.9,-80.6,9
1.0,10,isocontour,98.25,-1.7,3.5,-15.4,-3.1,4.6,5.5,-1.7,3.5,-11.4,10
1.0,11,isocontour,94.2,6.0,-6.9,-84.6,-2.5,4.4,5.1,6.0,-6.9,-93.9,11
1.0,12,isocontour,97.26,-5.5,-8.3,-98.4,3.3,-2.1,3.9,-5.5,-8.3,-98.6,12
1.0,13,isocontour,98.06,-5.2,6.3,-66.6,-4.9,2.5,5.5,-5.2,6.3,-58.6,13
1.0,14,isocontour,95.27,-4.9,7.7,-83.4,1.8,2.5,3.1,-4.9,7.7,-81.3,14
1.0,15,isocontour,97.82,-7.8,3.3,-70.8,0.1,5.5,5.5,-7.8,3.3,-67.6,15
1.0,16,isocontour,97.92,4.6,-5.2,-49.0,3.4,-4.4,5.6,4.6,-5.2,-41.5,16
1.0,17,isocontour,95.32,-2.9,-8.0,-71.8,3.2,-4.4,5.4,-2.9,-8.0,-67.0,17
1.0,18,isocontour,97.13,4.9,-7.4,-78.5,-4.7,-3.2,5.7,4.9,-7.4,-78.5,18
1.0,19,isocontour,97.96,-6.5,6.5,-83.9,4.4,2.7,5.2,-6.5,6.5,-86.5,19
1.0,20,isocontour,97.43,5.9,-6.3,-74.6,1.7,-3.6,4.0,5.9,-6.3,-68.2,20
1.1,1,isocontour,96.81,-2.2,5.5,-34.5,-4.6,0.2,4.6,-1.7,3.5,-11.4,10
1.1,2,isocontour,98.27,-7.4,4.6,-75.4,3.3,-3.1,4.5,-5.2,6.3,-58.6,13
1.1,3,isocontour,96.71,-3.0,-8.5,-81.8,5.5,0.2,5.5,-2.9,-8.0,-67.0,17
1.1,4,isocontour,95.37,-0.4,-8.9,-80.2,8.2,-0.5,8.2,-2.9,-8.0,-67.0,17
1.1,5,isocontour,92.98,-1.5,-8.8,-79.2,9.7,-2.1,9.9,-2.9,-8.0,-67.0,17
1.1,6,isocontour,97.15,-6.1,6.3,-77.0,2.7,-2.5,3.7,-1.7,5.4,-28.5,1
1.1,7,isocontour,95.49,-5.0,7.8,-86.8,-2.1,0.2,2.1,-1.7,5.4,-28.5,1
1.1,8,isocontour,95.72,5.8,-7.4,-88.9,-3.2,-1.7,3.6,4.6,-5.2,-41.5,16
1.1,9,isocontour,98.34,6.5,-7.1,-92.7,-0.5,-2.2,2.3,4.6,-5.2,-41.5,16
1.1,10,isocontour,98.11,-2.0,3.7,-17.5,-3.5,1.2,3.7,-2.0,3.7,-11.4,10
1.1,11,isocontour,93.69,5.7,-6.5,-74.3,-3.5,4.7,5.9,4.6,-5.2,-41.5,16
1.1,12,isocontour,97.21,-5.2,-8.4,-97.3,2.4,-0.9,2.6,-2.9,-8.0,-67.0,17
1.1,13,isocontour,97.84,-5.6,6.2,-69.3,-4.1,-1.3,4.3,-1.7,3.5,-11.4,10
1.1,14,isocontour,95.2,-5.0,8.0,-89.0,-1.3,2.8,3.1,-1.7,5.4,-28.5,1
1.1,15,isocontour,97.7,-7.5,3.5,-69.0,2.3,2.7,3.5,-5.2,6.3,-58.6,13
1.1,16,isocontour,97.88,4.8,-5.5,-52.4,1.2,-2.1,2.4,4.8,-5.5,-41.5,16
1.1,17,isocontour,94.9,-2.4,-8.2,-73.7,4.7,-2.7,5.4,-2.4,-8.2,-67.0,17
1.1,18,isocontour,95.16,4.1,-7.8,-78.2,-7.9,-4.5,9.1,4.6,-5.2,-41.5,16
1.1,19,isocontour,96.19,-6.5,5.6,-73.5,-0.1,-8.7,8.7,-1.7,5.4,-28.5,1
1.1,20,isocontour,97.0,5.7,-6.8,-79.0,-1.9,-5.1,5.4,4.6,-5.2,-41.5,16
1.2,1,isocontour,96.78,-2.4,5.5,-36.5,-2.3,0.8,2.4,-1.7,3.5,-11.4,10
